Date;Sentiment;Close;Variation;
27/09/2021;26;42191;-2.29 
26/09/2021;27;43180;1.10 
25/09/2021;28;42711;-0.39 
24/09/2021;33;42878;-4.47 
23/09/2021;27;44882;2.98 
22/09/2021;21;43583;7.18 
21/09/2021;27;40664;-5.44 
20/09/2021;50;43002;-8.97 
19/09/2021;53;47239;-2.21 
18/09/2021;50;48309;2.15 
17/09/2021;48;47292;-1.03 
16/09/2021;53;47786;-0.73 
15/09/2021;49;48136;2.25 
14/09/2021;30;47078;4.71 
13/09/2021;44;44960;-2.41 
12/09/2021;32;46069;1.99 
11/09/2021;31;45169;0.71 
10/09/2021;46;44852;-3.31 
09/09/2021;45;46389;0.65 
08/09/2021;47;46088;-1.48 
07/09/2021;79;46778;-11.20 
06/09/2021;79;52676;1.77 
05/09/2021;73;51762;3.73 
04/09/2021;72;49899;-0.20 
03/09/2021;74;50000;1.44 
02/09/2021;74;49291;0.92 
01/09/2021;71;48844;3.58 
31/08/2021;73;47157;0.32 
30/08/2021;73;47008;-3.67 
29/08/2021;72;48800;-0.23 
28/08/2021;78;48914;-0.33 
27/08/2021;71;49076;4.79 
26/08/2021;75;46832;-4.40 
25/08/2021;73;48989;2.67 
24/08/2021;79;47714;-3.68 
23/08/2021;79;49539;0.56 
22/08/2021;76;49264;0.81 
21/08/2021;78;48868;-0.94 
20/08/2021;70;49332;5.49 
19/08/2021;70;46765;4.52 
18/08/2021;73;44744;0.10 
17/08/2021;72;44698;-2.70 
16/08/2021;72;45940;-2.32 
15/08/2021;71;47031;-0.11 
14/08/2021;76;47084;-1.58 
13/08/2021;70;47842;7.70 
12/08/2021;70;44423;-2.47 
11/08/2021;70;45546;-0.14 
10/08/2021;71;45612;-1.47 
09/08/2021;65;46293;5.76 
08/08/2021;74;43770;-1.84 
07/08/2021;69;44589;4.11 
06/08/2021;52;42830;4.75 
05/08/2021;50;40887;2.85 
04/08/2021;42;39754;4.05 
03/08/2021;48;38207;-2.42 
02/08/2021;48;39156;-1.92 
01/08/2021;60;39922;-3.59 
31/07/2021;60;41409;-1.80 
30/07/2021;53;42169;5.31 
29/07/2021;50;40041;0.09 
28/07/2021;50;40004;1.11 
27/07/2021;32;39563;6.08 
26/07/2021;26;37296;5.34 
25/07/2021;27;35407;4.62 
24/07/2021;22;33845;0.74 
23/07/2021;23;33597;3.95 
22/07/2021;21;32320;0.56 
21/07/2021;10;32141;7.83 
20/07/2021;19;29806;-3.37 
19/07/2021;24;30847;-3.07 
18/07/2021;19;31824;0.84 
17/07/2021;15;31559;0.41 
16/07/2021;22;31429;-1.34 
15/07/2021;20;31857;-2.94 
14/07/2021;21;32823;0.29 
13/07/2021;20;32727;-1.10 
12/07/2021;25;33090;-3.36 
11/07/2021;20;34239;2.19 
10/07/2021;20;33506;-0.78 
09/07/2021;20;33769;2.72 
08/07/2021;20;32874;-2.99 
07/07/2021;28;33886;-0.74 
06/07/2021;20;34140;1.40 
05/07/2021;29;33668;-4.59 
04/07/2021;27;35289;1.53 
03/07/2021;24;34758;2.79 
02/07/2021;21;33816;0.78 
01/07/2021;28;33554;-4.25 
30/06/2021;28;35044;-2.37 
29/06/2021;25;35896;4.09 
28/06/2021;25;34484;-0.67 
27/06/2021;22;34717;7.29 
26/06/2021;20;32359;2.45 
25/06/2021;27;31584;-8.87 
24/06/2021;22;34657;2.83 
23/06/2021;14;33703;3.53 
22/06/2021;10;32553;2.49 
21/06/2021;23;31761;-10.86 
20/06/2021;21;35631;0.13 
19/06/2021;23;35586;-0.60 
18/06/2021;25;35802;-5.94 
17/06/2021;26;38061;-0.71 
16/06/2021;33;38332;-4.50 
15/06/2021;38;40139;-0.89 
14/06/2021;28;40500;3.84 
13/06/2021;23;39004;9.77 
12/06/2021;28;35531;-4.84 
11/06/2021;21;37338;1.88 
10/06/2021;21;36649;-1.87 
09/06/2021;14;37347;11.77 
08/06/2021;13;33415;-0.54 
07/06/2021;15;33596;-6.11 
06/06/2021;17;35782;0.67 
05/06/2021;24;35543;-3.56 
04/06/2021;27;36854;-6.01 
03/06/2021;24;39209;4.31 
02/06/2021;23;37590;2.50 
01/06/2021;20;36673;-1.70 
31/05/2021;18;37305;4.75 
30/05/2021;10;35615;3.02 
29/05/2021;18;34570;-3.08 
28/05/2021;21;35667;-7.20 
27/05/2021;27;38435;-2.20 
26/05/2021;22;39301;2.45 
25/05/2021;22;38363;-1.06 
24/05/2021;10;38773;11.64 
23/05/2021;14;34730;-7.60 
22/05/2021;12;37585;0.45 
21/05/2021;19;37415;-7.79 
20/05/2021;11;40578;10.40 
19/05/2021;23;36755;-14.39 
18/05/2021;21;42935;-1.40 
17/05/2021;27;43544;-6.52 
16/05/2021;20;46583;-0.43 
15/05/2021;27;46785;-6.27 
14/05/2021;26;49917;0.34 
13/05/2021;31;49747;0.04 
12/05/2021;68;49725;-12.32 
11/05/2021;61;56715;1.55 
10/05/2021;72;55851;-4.16 
09/05/2021;73;58276;-1.05 
08/05/2021;67;58894;2.69 
07/05/2021;64;57349;1.59 
06/05/2021;65;56451;-1.79 
05/05/2021;48;57477;7.91 
04/05/2021;68;53264;-6.79 
03/05/2021;61;57147;0.96 
02/05/2021;66;56605;-2.02 
01/05/2021;68;57774;0.24 
30/04/2021;51;57637;7.60 
29/04/2021;52;53566;-2.36 
28/04/2021;59;54860;-0.33 
27/04/2021;50;55044;1.74 
26/04/2021;27;54103;10.15 
25/04/2021;31;49116;-2.09 
24/04/2021;37;50167;-1.90 
23/04/2021;55;51139;-1.24 
22/04/2021;65;51781;-3.79 
21/04/2021;73;53822;-4.70 
20/04/2021;73;56476;1.50 
19/04/2021;74;55639;-0.93 
18/04/2021;79;56163;-6.35 
17/04/2021;76;59970;-2.21 
16/04/2021;78;61325;-2.96 
15/04/2021;79;63196;0.40 
14/04/2021;75;62943;-0.91 
13/04/2021;74;63518;6.04 
12/04/2021;74;59900;-0.22 
11/04/2021;76;60035;0.35 
10/04/2021;70;59824;2.94 
09/04/2021;70;58114;0.01 
08/04/2021;73;58110;3.84 
07/04/2021;72;55960;-3.50 
06/04/2021;75;57991;-1.95 
05/04/2021;71;59145;1.55 
04/04/2021;74;58240;2.13 
03/04/2021;73;57023;-3.28 
02/04/2021;74;58959;0.39 
01/04/2021;74;58727;-0.12 
31/03/2021;76;58796;-0.08 
30/03/2021;72;58841;2.03 
29/03/2021;72;57672;3.41 
28/03/2021;74;55773;-0.20 
27/03/2021;65;55886;1.62 
26/03/2021;54;54993;7.07 
25/03/2021;60;51363;-1.88 
24/03/2021;65;52347;-3.65 
23/03/2021;66;54331;0.48 
22/03/2021;70;54074;-5.74 
21/03/2021;73;57368;-1.24 
20/03/2021;75;58087;0.02 
19/03/2021;71;58074;0.75 
18/03/2021;72;57640;-2.09 
17/03/2021;71;58870;3.42 
16/03/2021;71;56924;2.30 
15/03/2021;76;55644;-5.70 
14/03/2021;78;59005;-3.60 
13/03/2021;74;61207;6.79 
12/03/2021;70;57315;-0.96 
11/03/2021;73;57869;3.42 
10/03/2021;68;55955;1.83 
09/03/2021;81;54949;4.88 
08/03/2021;81;52395;2.67 
07/03/2021;76;51031;4.37 
06/03/2021;77;48895;0.17 
05/03/2021;77;48811;0.92 
04/03/2021;84;48368;-4.08 
03/03/2021;78;50425;3.91 
02/03/2021;78;48526;-2.11 
01/03/2021;38;49572;9.43 
28/02/2021;55;45300;-1.98 
27/02/2021;56;46217;-0.22 
26/02/2021;55;46319;-1.75 
25/02/2021;79;47144;-5.17 
24/02/2021;76;49715;1.69 
23/02/2021;94;48888;-9.60 
22/02/2021;94;54078;-5.75 
21/02/2021;91;57376;2.75 
20/02/2021;91;55838;-0.02 
19/02/2021;93;55847;8.30 
18/02/2021;91;51566;-0.95 
17/02/2021;95;52060;5.76 
16/02/2021;95;49225;2.68 
15/02/2021;93;47941;-1.33 
14/02/2021;95;48587;2.99 
13/02/2021;92;47177;-0.45 
12/02/2021;92;47389;-1.20 
11/02/2021;93;47966;6.98 
10/02/2021;92;44835;-3.55 
09/02/2021;95;46486;0.10 
08/02/2021;83;46440;19.56 
07/02/2021;86;38841;-1.06 
06/02/2021;84;39257;2.61 
05/02/2021;81;38260;3.48 
04/02/2021;80;36975;-1.86 
03/02/2021;78;37677;5.94 
02/02/2021;76;35563;5.97 
01/02/2021;77;33559;1.26 
31/01/2021;78;33141;-3.47 
30/01/2021;76;34334;0.16 
29/01/2021;77;34281;2.85 
28/01/2021;55;33331;9.45 
27/01/2021;78;30454;-6.35 
26/01/2021;71;32519;0.78 
25/01/2021;74;32268;-0.09 
24/01/2021;70;32298;0.62 
23/01/2021;74;32099;-2.91 
22/01/2021;40;33062;7.09 
21/01/2021;75;30873;-13.09 
20/01/2021;78;35521;-1.22 
19/01/2021;80;35958;-2.02 
18/01/2021;79;36699;2.22 
17/01/2021;79;35903;-0.42 
16/01/2021;84;36055;-1.87 
15/01/2021;88;36741;-6.20 
14/01/2021;83;39170;4.80 
13/01/2021;78;37375;9.59 
12/01/2021;84;34103;-3.87 
11/01/2021;90;35476;-7.19 
10/01/2021;94;38226;-4.84 
09/01/2021;93;40171;-0.83 
08/01/2021;93;40509;2.80 
07/01/2021;91;39407;7.22 
06/01/2021;95;36755;8.12 
05/01/2021;93;33996;6.17 
04/01/2021;94;32020;-2.88 
03/01/2021;93;32971;2.44 
02/01/2021;94;32185;9.67 
01/01/2021;94;29346;1.43 
31/12/2020;95;28933;0.18 
30/12/2020;91;28880;5.73 
29/12/2020;91;27315;0.95 
28/12/2020;92;27058;3.11 
27/12/2020;91;26241;-0.65 
26/12/2020;93;26412;6.86 
25/12/2020;94;24717;4.14 
24/12/2020;86;23735;2.16 
23/12/2020;93;23234;-2.40 
22/12/2020;88;23805;4.86 
21/12/2020;92;22701;-3.10 
20/12/2020;92;23427;-1.58 
19/12/2020;93;23804;2.93 
18/12/2020;95;23127;1.41 
17/12/2020;92;22807;6.96 
16/12/2020;92;21322;9.57 
15/12/2020;91;19459;0.92 
14/12/2020;95;19281;0.53 
13/12/2020;91;19180;1.96 
12/12/2020;90;18811;4.21 
11/12/2020;89;18050;-1.15 
10/12/2020;94;18260;-1.62 
09/12/2020;86;18560;1.23 
08/12/2020;95;18335;-4.49 
07/12/2020;94;19196;-1.10 
06/12/2020;95;19410;1.32 
05/12/2020;93;19157;2.68 
04/12/2020;92;18657;-4.06 
03/12/2020;92;19447;1.07 
02/12/2020;92;19241;2.31 
01/12/2020;95;18807;-4.47 
30/11/2020;88;19686;8.19 
29/11/2020;89;18196;2.54 
28/11/2020;87;17746;3.36 
27/11/2020;86;17169;-0.29 
26/11/2020;93;17219;-8.07 
25/11/2020;94;18730;-2.12 
24/11/2020;88;19135;4.15 
23/11/2020;90;18373;-0.14 
22/11/2020;94;18399;-1.40 
21/11/2020;91;18660;-0.05 
20/11/2020;86;18669;4.82 
19/11/2020;94;17810;0.21 
18/11/2020;91;17773;0.56 
17/11/2020;86;17675;5.77 
16/11/2020;90;16710;4.68 
15/11/2020;86;15962;-0.60 
14/11/2020;90;16058;-1.54 
13/11/2020;89;16310;0.10 
12/11/2020;87;16294;3.72 
11/11/2020;86;15710;2.60 
10/11/2020;90;15312;-0.11 
09/11/2020;90;15329;-1.11 
08/11/2020;82;15501;4.43 
07/11/2020;88;14844;-4.67 
06/11/2020;90;15572;-0.01 
05/11/2020;72;15574;9.99 
04/11/2020;74;14160;0.96 
03/11/2020;71;14025;3.41 
02/11/2020;71;13563;-1.40 
01/11/2020;72;13756;-0.23 
31/10/2020;73;13788;1.62 
30/10/2020;74;13568;0.87 
29/10/2020;67;13451;1.35 
28/10/2020;70;13272;-2.60 
27/10/2020;61;13626;4.33 
26/10/2020;75;13061;0.18 
25/10/2020;76;13037;-0.72 
24/10/2020;73;13132;1.52 
23/10/2020;74;12935;-0.41 
22/10/2020;73;12988;1.27 
21/10/2020;61;12825;7.55 
20/10/2020;56;11925;1.43 
19/10/2020;55;11757;2.08 
18/10/2020;55;11518;1.26 
17/10/2020;56;11375;0.44 
16/10/2020;52;11325;-1.60 
15/10/2020;56;11509;0.60 
14/10/2020;53;11440;-0.02 
13/10/2020;56;11442;-1.02 
12/10/2020;52;11560;1.54 
11/10/2020;55;11385;0.68 
10/10/2020;53;11308;2.14 
09/10/2020;48;11071;1.17 
08/10/2020;46;10943;2.40 
07/10/2020;43;10687;0.69 
06/10/2020;47;10614;-1.79 
05/10/2020;42;10807;1.12 
04/10/2020;42;10687;1.22 
03/10/2020;40;10559;-0.26 
02/10/2020;41;10586;-0.45 
01/10/2020;45;10634;-1.48 
30/09/2020;49;10794;-0.57 
29/09/2020;45;10856;1.34 
28/09/2020;43;10712;-0.84 
27/09/2020;47;10803;0.49 
26/09/2020;45;10750;0.39 
25/09/2020;46;10708;-0.43 
24/09/2020;39;10754;4.78 
23/09/2020;43;10263;-2.71 
22/09/2020;39;10549;1.10 
21/09/2020;48;10434;-4.58 
20/09/2020;52;10935;-1.48 
19/09/2020;48;11099;1.29 
18/09/2020;49;10957;-0.02 
17/09/2020;48;10959;-0.11 
16/09/2020;43;10971;1.61 
15/09/2020;47;10797;1.04 
14/09/2020;39;10686;3.44 
13/09/2020;38;10331;-1.21 
12/09/2020;41;10458;0.51 
11/09/2020;41;10405;0.48 
10/09/2020;38;10355;1.12 
09/09/2020;38;10240;0.89 
08/09/2020;41;10150;-2.38 
07/09/2020;41;10397;1.18 
06/09/2020;41;10276;0.77 
05/09/2020;41;10197;-2.74 
04/09/2020;40;10485;3.09 
03/09/2020;79;10170;-10.85 
02/09/2020;83;11408;-4.47 
01/09/2020;75;11942;2.32 
31/08/2020;75;11671;-0.50 
30/08/2020;75;11730;2.07 
29/08/2020;79;11492;-0.46 
28/08/2020;74;11545;1.78 
27/08/2020;75;11343;-1.12 
26/08/2020;76;11471;1.15 
25/08/2020;75;11341;-3.63 
24/08/2020;78;11768;0.90 
23/08/2020;76;11663;-0.19 
22/08/2020;78;11685;1.34 
21/08/2020;81;11531;-2.97 
20/08/2020;75;11884;0.90 
19/08/2020;80;11778;-1.54 
18/08/2020;82;11962;-2.75 
17/08/2020;83;12300;3.14 
16/08/2020;82;11925;0.43 
15/08/2020;79;11873;0.96 
14/08/2020;78;11761;-0.27 
13/08/2020;75;11793;1.74 
12/08/2020;75;11591;1.86 
11/08/2020;84;11380;-4.31 
10/08/2020;78;11892;1.85 
09/08/2020;79;11676;-0.75 
08/08/2020;77;11764;1.59 
07/08/2020;77;11580;-1.52 
06/08/2020;79;11759;0.20 
05/08/2020;75;11736;4.93 
04/08/2020;72;11184;-0.38 
03/08/2020;75;11227;1.56 
02/08/2020;80;11054;-6.36 
01/08/2020;75;11805;4.01 
31/07/2020;75;11350;2.04 
30/07/2020;76;11123;0.05 
29/07/2020;71;11117;1.69 
28/07/2020;76;10932;-1.01 
27/07/2020;58;11044;11.02 
26/07/2020;55;9948;2.40 
25/07/2020;55;9715;1.63 
24/07/2020;53;9559;-0.58 
23/07/2020;55;9615;0.60 
22/07/2020;50;9558;1.66 
21/07/2020;44;9402;2.43 
20/07/2020;44;9179;-0.56 
19/07/2020;41;9231;0.46 
18/07/2020;44;9189;0.24 
17/07/2020;41;9167;0.19 
16/07/2020;43;9150;-0.65 
15/07/2020;44;9210;-0.58 
14/07/2020;43;9263;0.12 
13/07/2020;43;9252;-0.68 
12/07/2020;41;9316;0.75 
11/07/2020;44;9246;-0.64 
10/07/2020;41;9306;0.61 
09/07/2020;44;9249;-2.10 
08/07/2020;44;9447;1.94 
07/07/2020;43;9268;-1.00 
06/07/2020;40;9361;2.99 
05/07/2020;38;9090;-0.63 
04/07/2020;40;9148;0.81 
03/07/2020;41;9074;-0.29 
02/07/2020;42;9100;-1.51 
