Date;Close;
09/06/2022;30112;
08/06/2022;30230;
07/06/2022;31149;
06/06/2022;31371;
05/06/2022;29923;
04/06/2022;29877;
03/06/2022;29730;
02/06/2022;30478;
01/06/2022;29832;
31/05/2022;31792;
30/05/2022;31726;
29/05/2022;29476;
28/05/2022;29037;
27/05/2022;28609;
26/05/2022;29213;
25/05/2022;29524;
24/05/2022;29647;
23/05/2022;29091;
22/05/2022;30283;
21/05/2022;29439;
20/05/2022;29202;
19/05/2022;30329;
18/05/2022;28680;
17/05/2022;30442;
16/05/2022;29854;
15/05/2022;31319;
14/05/2022;30104;
13/05/2022;29306;
12/05/2022;29090;
11/05/2022;29095;
10/05/2022;31050;
09/05/2022;30158;
08/05/2022;34084;
07/05/2022;35508;
06/05/2022;36040;
05/05/2022;36577;
04/05/2022;39701;
03/05/2022;37751;
02/05/2022;38520;
01/05/2022;38496;
30/04/2022;37662;
29/04/2022;38600;
28/04/2022;39758;
27/04/2022;39263;
26/04/2022;38139;
25/04/2022;40456;
24/04/2022;39486;
23/04/2022;39447;
22/04/2022;39724;
21/04/2022;40502;
20/04/2022;41366;
19/04/2022;41517;
18/04/2022;40821;
17/04/2022;39708;
16/04/2022;40409;
15/04/2022;40587;
14/04/2022;39948;
13/04/2022;41155;
12/04/2022;40087;
11/04/2022;39565;
10/04/2022;42181;
09/04/2022;42780;
08/04/2022;42277;
07/04/2022;43458;
06/04/2022;43199;
05/04/2022;45481;
04/04/2022;46611;
03/04/2022;46383;
02/04/2022;45825;
01/04/2022;46301;
31/03/2022;45535;
30/03/2022;47035;
29/03/2022;47424;
28/03/2022;47105;
27/03/2022;46836;
26/03/2022;44536;
25/03/2022;44337;
24/03/2022;44003;
23/03/2022;42882;
22/03/2022;42370;
21/03/2022;41031;
20/03/2022;41249;
19/03/2022;42214;
18/03/2022;41774;
17/03/2022;40943;
16/03/2022;41148;
15/03/2022;39317;
14/03/2022;39717;
13/03/2022;37777;
12/03/2022;38816;
11/03/2022;38737;
10/03/2022;39459;
09/03/2022;41962;
08/03/2022;38757;
07/03/2022;38039;
06/03/2022;38437;
05/03/2022;39408;
04/03/2022;39171;
03/03/2022;42490;
02/03/2022;43952;
01/03/2022;44442;
28/02/2022;43202;
27/02/2022;37734;
26/02/2022;39125;
25/02/2022;39243;
24/02/2022;38380;
23/02/2022;37292;
22/02/2022;38299;
21/02/2022;37054;
20/02/2022;38420;
19/02/2022;40141;
18/02/2022;40037;
17/02/2022;40556;
16/02/2022;43885;
15/02/2022;44560;
14/02/2022;42560;
13/02/2022;42091;
12/02/2022;42239;
11/02/2022;42418;
10/02/2022;43545;
09/02/2022;44432;
08/02/2022;44061;
07/02/2022;43865;
06/02/2022;42423;
05/02/2022;41454;
04/02/2022;41563;
03/02/2022;37331;
02/02/2022;36925;
01/02/2022;38733;
31/01/2022;38526;
30/01/2022;37939;
29/01/2022;38197;
28/01/2022;37760;
27/01/2022;37217;
26/01/2022;36831;
25/01/2022;36994;
24/01/2022;36702;
23/01/2022;36308;
22/01/2022;35103;
21/01/2022;36501;
20/01/2022;40740;
19/01/2022;41676;
18/01/2022;42390;
17/01/2022;42242;
16/01/2022;43084;
15/01/2022;43069;
14/01/2022;43091;
13/01/2022;42562;
