Close;ETH;
9608;257;
9592;260;
10183;282;
9708;268;
9930;260;
9901;265;
10335;286;
10222;268;
10339;265;
10247;237;
9850;223;
10151;229;
9877;223;
9805;223;
9745;213;
9612;204;
9197;189;
9309;190;
9353;188;
9411;184;
9367;180;
9513;185;
9304;174;
9394;176;
8912;170;
8622;168;
8354;160;
8447;163;
8404;163;
8664;168;
8734;169;
8638;167;
8694;167;
8892;174;
8875;170;
8721;164;
8808;166;
8776;166;
8095;144;
8175;146;
8014;143;
8176;145;
7818;138;
8037;141;
8150;143;
7758;144;
7365;135;
7370;134;
7368;134;
6989;127;
7213;131;
7208;129;
7261;132;
7418;134;
7334;128;
7287;126;
7232;126;
7220;125;
7277;128;
7347;128;
7532;132;
7166;127;
7213;128;
7182;128;
7323;133;
6667;122;
6927;133;
7153;142;
7101;142;
7283;145;
7224;145;
7231;143;
7255;146;
7380;147;
7565;150;
7543;147;
7588;148;
7440;148;
7238;145;
7336;147;
7350;149;
7450;151;
7600;152;
7797;154;
7461;151;
7549;153;
7198;147;
7168;146;
6965;140;
7353;152;
7323;150;
7671;161;
8126;175;
8165;176;
8220;178;
8537;184;
8524;182;
8496;180;
8656;185;
8801;188;
8830;187;
8738;185;
9068;189;
8828;185;
8782;184;
9208;187;
9353;191;
9334;189;
9441;186;
9222;182;
9332;183;
9289;183;
9186;182;
9184;183;
9446;190;
9226;182;
9572;184;
9271;180;
8679;182;
7453;160;
7494;162;
8059;171;
8244;174;
8261;175;
7993;172;
7987;173;
8092;177;
8016;175;
8191;181;
8370;187;
8306;181;
8318;180;
8280;181;
8596;191;
8608;193;
8211;181;
8227;180;
7883;170;
8163;176;
8170;176;
8258;175;
8413;180;
8335;176;
8331;180;
8090;169;
8239;174;
8213;174;
8104;166;
8475;170;
8548;166;
9703;201;
10052;211;
10013;215;
10198;218;
10301;220;
10185;210;
10214;208;
10295;197;
10322;189;
10379;188;
10374;181;
10452;181;
10175;178;
10122;180;
10318;181;
10415;181;
10488;178;
10317;169;
10579;174;
10590;175;
10641;179;
10388;178;
9779;171;
9624;172;
9601;168;
9509;169;
9727;173;
10184;187;
10377;189;
10132;186;
10152;191;
10408;194;
10117;190;
10146;188;
10793;196;
10937;202;
10327;194;
10228;186;
10366;185;
10327;188;
10067;187;
10904;209;
11404;211;
11586;216;
11314;206;
11893;211;
12060;221;
11997;226;
11471;226;
11808;233;
10973;222;
10822;222;
10519;218;
10399;217;
10088;218;
9589;210;
9507;211;
9519;211;
9466;207;
9843;219;
9890;219;
9771;216;
9855;213;
10329;217;
10569;225;
10740;228;
10519;221;
10622;226;
9683;211;
9410;199;
10820;228;
10207;226;
11312;269;
11765;275;
11340;268;
12093;289;
12553;307;
12301;312;
11486;305;
11283;288;
10998;288;
11169;283;
11984;301;
10866;292;
10639;295;
10745;292;
11921;318;
12349;311;
11200;299;
12876;340;
11751;318;
11053;312;
10916;309;
10748;311;
10236;295;
9557;271;
9306;268;
9096;265;
9356;273;
8986;268;
8856;268;
8689;262;
8227;255;
8175;261;
7904;244;
8014;246;
7639;232;
7925;243;
7992;249;
7806;250;
7789;246;
7693;242;
8103;252;
8740;269;
8547;264;
8533;268;
8270;255;
8681;269;
8741;271;
8806;271;
8730;264;
8055;250;
7995;249;
7872;244;
7621;246;
7937;254;
7985;246;
8190;241;
7260;241;
7415;244;
7857;265;
8133;248;
7958;218;
7753;196;
6980;188;
7136;193;
6439;173;
6258;171;
6201;171;
6088;169;
6028;173;
6042;163;
6098;164;
6016;168;
5724;162;
5630;160;
5600;162;
5480;155;
5487;158;
5402;159;
5411;158;
5219;155;
5480;165;
5551;169;
5418;171;
5322;169;
5340;173;
5314;173;
5311;173;
5255;166;
5234;165;
5049;160;
5194;167;
5102;163;
5114;163;
5066;164;
5312;177;
5216;175;
5313;179;
5238;174;
5091;165;
5080;165;
4939;157;
4978;160;
4927;163;
4197;141;
4168;141;
4165;142;
4179;143;
4093;138;
4103;139;
3992;134;
3970;134;
4041;136;
4063;137;
4045;136;
4045;135;
4127;139;
4105;139;
4074;138;
4069;139;
4088;141;
4003;137;
3948;132;
3948;132;
3954;134;
3949;133;
4000;135;
4017;137;
3941;134;
3965;136;
3951;137;
3952;137;
3800;126;
3885;130;
3913;133;
3914;135;
3894;135;
3903;135;
3897;136;
3922;138;
3832;132;
4212;158;
4058;148;
4009;145;
4055;149;
3990;144;
3978;145;
3735;134;
3676;123;
3670;122;
3657;120;
3666;122;
3694;122;
3681;121;
3746;125;
3718;119;
3724;119;
3436;104;
3452;105;
3513;107;
3491;108;
3502;107;
3564;110;
3536;107;
3501;106;
3530;108;
3478;105;
3502;105;
3597;112;
3631;116;
3629;115;
3653;116;
3620;116;
3639;118;
3579;116;
3586;117;
3760;123;
3676;119;
3723;122;
3671;121;
3657;119;
3749;127;
3591;114;
3702;123;
3716;125;
3713;125;
4083;148;
4100;147;
4114;149;
4172;154;
3911;153;
3955;152;
3923;146;
4049;152;
3963;139;
3831;131;
3978;138;
3887;133;
4037;136;
3715;113;
3930;129;
3910;127;
4145;138;
4076;129;
4135;115;
3976;108;
4215;114;
3810;99;
3780;100;
3625;94;
3300;85;
3285;84;
3283;84;
3354;86;
3536;89;
3435;88;
3525;90;
3640;93;
3506;90;
3460;93;
3531;91;
3765;103;
3982;110;
3901;109;
4160;116;
4243;118;
4038;113;
4313;118;
4306;123;
3884;111;
3858;110;
4088;119;
3930;115;
4423;125;
4392;126;
4667;139;
4600;134;
4938;151;
5659;179;
5627;176;
5661;177;
5753;184;
5885;187;
6464;210;
6447;213;
6450;213;
6431;213;
6420;211;
6480;213;
6573;220;
6515;221;
6470;210;
6485;212;
6388;200;
6427;202;
6400;200;
6368;199;
6330;198;
6344;197;
6490;205;
6500;204;
6532;205;
6528;204;
6554;205;
6550;206;
6567;207;
6592;208;
6587;208;
6527;205;
6613;206;
6737;213;
6754;215;
6742;215;
6335;197;
6327;202;
6293;197;
6252;192;
6630;226;
6663;228;
6673;230;
6601;226;
6592;224;
6645;228;
6580;223;
6503;220;
6533;226;
6602;231;
6618;232;
6605;231;
6635;221;
6693;229;
6462;214;
6435;219;
6585;228;
6710;245;
6723;241;
6763;248;
6501;226;
6391;210;
6343;209;
6254;197;
6499;220;
6514;222;
6485;208;
6476;211;
6332;183;
6291;185;
6308;197;
6240;195;
6185;196;
6404;215;
6516;230;
6711;229;
7359;285;
7268;289;
7290;295;
7198;296;
7026;282;
6995;284;
7046;288;
7080;296;
6910;288;
6708;274;
6733;278;
6696;281;
6527;276;
6355;270;
6479;280;
6256;271;
6485;299;
6391;294;
6583;317;
6314;287;
6270;281;
6189;278;
6252;284;
6314;318;
6233;318;
6147;332;
6529;362;
6279;355;
6721;378;
6941;406;
7026;409;
7013;407;
7420;417;
7535;411;
7609;419;
7731;432;
8180;457;
8221;466;
8246;468;
8186;470;
7939;463;
8176;472;
8395;480;
7720;450;
7401;458;
7403;461;
7333;448;
7474;470;
7379;479;
7320;499;
6729;480;
6347;449;
6250;433;
6220;433;
6249;428;
6378;444;
6302;432;
6667;471;
6707;487;
6762;486;
6602;470;
6540;468;
6590;467;
6500;462;
6581;476;
6350;453;
6392;455;
6208;435;
5850;421;
6133;441;
6079;430;
6247;460;
6148;455;
6152;474;
6043;461;
6714;525;
6760;536;
6738;538;
6709;516;
6436;496;
6486;496;
6385;487;
6634;518;
6295;475;
6544;494;
6873;531;
6757;531;
7499;593;
7615;597;
7689;603;
7654;606;
7622;609;
7488;594;
7718;616;
7638;593;
7521;579;
7486;577;
7375;560;
7460;563;
7098;513;
7340;572;
7330;590;
7458;584;
7577;602;
7495;587;
7977;644;
8393;694;
8524;716;
8232;696;
8239;696;
8052;669;
8336;707;
8468;706;
8671;726;
8684;725;
8463;681;
8412;675;
9019;727;
9318;752;
9185;757;
9370;755;
9659;793;
9860;816;
9703;787;
9762;781;
9236;690;
9067;676;
9240;670;
9399;693;
9345;685;
8920;642;
9279;660;
8878;618;
9644;708;
8940;641;
8800;640;
8919;608;
8866;614;
8273;571;
8166;525;
7890;505;
8056;509;
8354;533;
8003;503;
7886;493;
7912;494;
6943;431;
6839;415;
6765;399;
7024;400;
6893;383;
6610;367;
6765;384;
6786;377;
7406;415;
7053;375;
6810;378;
6925;394;
6840;393;
7094;387;
7936;465;
7785;448;
8119;484;
8445;522;
8535;517;
8908;544;
8706;548;
8900;560;
8900;556;
8600;556;
8200;538;
7851;548;
8251;599;
8253;608;
8187;607;
9135;693;
9121;692;
9528;725;
8762;681;
9217;721;
9300;690;
9903;745;
10720;811;
11416;854;
11501;871;
11440;854;
11025;856;
10925;873;
10315;851;
10569;882;
10321;871;
9557;843;
9666;826;
10145;850;
9830;811;
10455;831;
11218;880;
11173;946;
10372;916;
11054;971;
10162;949;
9997;920;
9455;924;
8516;846;
8901;866;
8069;826;
8563;859;
8683;871;
8235;795;
7587;765;
7674;800;
6950;691;
8200;840;
9219;977;
8896;908;
9181;1060;
