"Date";"Sentiment";"Close";"ETH";"Vol";"Haut";"Bas";"Variation";"Volatilite";
16/06/2020;39;9534;235;3.44;9590;9388;1.07;0.855;
15/06/2020;37;9434;231;10.16;9510;8915;0.95;0.06;
14/06/2020;40;9345;232;2.69;9486;9262;-1.43;1.19;
13/06/2020;38;9481;238;1.85;9498;9364;0.13;0.78;
12/06/2020;38;9468;238;5.05;9544;9246;2.11;0.99;
11/06/2020;52;9272;230;15.78;9973;9089;-6.33;4.22;
10/06/2020;54;9899;248;4.46;10004;9699;1.31;3.82;
09/06/2020;52;9771;244;3.4;9876;9582;-0.13;0.72;
08/06/2020;53;9783;246;2.36;9800;9650;0.38;0.255;
07/06/2020;54;9746;245;4.71;9814;9402;0.81;0.215;
06/06/2020;54;9668;242;1.95;9733;9553;0.50;0.155;
05/06/2020;53;9621;240;3.62;9862;9621;-1.74;1.12;
04/06/2020;54;9791;243;4.28;9882;9477;1.23;1.485;
03/06/2020;48;9672;245;2.66;9684;9400;1.49;0.13;
02/06/2020;56;9530;238;21.47;10242;9197;-6.76;4.125;
01/06/2020;50;10221;248;13.43;10390;9422;8.13;7.445;
31/05/2020;51;9452;232;3.69;9707;9403;-2.62;5.375;
30/05/2020;48;9706;244;6.16;9742;9338;2.97;2.795;
29/05/2020;48;9426;221;3.88;9619;9352;-1.70;2.335;
28/05/2020;41;9589;220;7.63;9630;9122;4.11;2.905;
27/05/2020;39;9210;208;5.46;9225;8823;4.12;0.005;
26/05/2020;39;8846;201;3.94;9013;8705;-0.63;2.375;
25/05/2020;41;8902;204;5.61;8961;8629;2.19;1.41;
24/05/2020;43;8712;200;6.73;9300;8700;-5.05;3.62;
23/05/2020;40;9175;207;2.45;9304;9089;0.13;2.59;
22/05/2020;42;9162;207;3.83;9257;8936;1.14;0.505;
21/05/2020;49;9060;199;11.34;9564;8821;-4.66;2.9;
20/05/2020;52;9502;210;9.6;9841;9305;-2.74;0.96;
19/05/2020;50;9770;215;5.59;9878;9470;0.57;1.655;
18/05/2020;50;9715;215;9.2;9941;9462;0.48;0.045;
17/05/2020;40;9668;207;9.66;9878;9334;2.98;1.25;
16/05/2020;41;9388;201;4.16;9580;9224;0.80;1.09;
15/05/2020;44;9313;195;11.34;9837;9134;-4.88;2.84;
14/05/2020;40;9791;203;12.87;9938;9268;5.14;5.01;
13/05/2020;41;9312;200;9.89;9403;8800;5.68;0.27;
12/05/2020;39;8811;190;5.65;8967;8527;3.00;1.34;
11/05/2020;40;8555;186;20.56;9136;8211;-1.96;2.48;
10/05/2020;48;8726;188;26.5;9558;8107;-8.51;3.275;
09/05/2020;56;9538;210;8.26;9900;9499;-2.60;2.955;
08/05/2020;55;9793;211;12.2;10025;9714;-1.87;0.365;
07/05/2020;49;9980;212;19.87;10045;9050;8.97;5.42;
06/05/2020;42;9158;199;8.73;9415;8918;1.53;3.72;
05/05/2020;40;9020;205;7.71;9120;8771;1.74;0.105;
04/05/2020;44;8866;207;9.32;8959;8535;-0.38;1.06;
03/05/2020;45;8900;210;9.72;9198;8739;-0.92;0.27;
02/05/2020;40;8982;214;5.09;8999;8763;1.81;1.365;
01/05/2020;40;8823;212;7.92;9070;8631;2.17;0.18;
30/04/2020;44;8635;206;29.83;9439;8416;-1.57;1.87;
29/04/2020;26;8773;215;30.21;8918;7706;13.12;7.345;
28/04/2020;26;7756;197;5.62;7778;7659;-0.28;6.7;
27/04/2020;28;7778;196;6.9;7778;7623;1.05;0.665;
26/04/2020;21;7697;197;5.32;7697;7487;2.10;0.525;
25/04/2020;24;7539;194;5.17;7700;7450;0.42;0.84;
24/04/2020;20;7507;187;8.8;7614;7428;0.15;0.135;
23/04/2020;19;7495;185;16.38;7745;7047;5.08;2.465;
22/04/2020;19;7133;183;5.15;7164;6826;4.13;0.475;
21/04/2020;17;6850;171;6.46;6956;6771;0.12;2.005;
20/04/2020;15;6842;170;9.96;7235;6767;-4.09;2.105;
19/04/2020;16;7133;180;4.74;7285;7059;-1.87;1.11;
18/04/2020;18;7269;187;5.2;7300;7045;3.17;2.52;
17/04/2020;15;7046;171;4.68;7159;7013;-0.97;2.07;
16/04/2020;13;7115;172;17.75;7200;6500;7.25;4.11;
15/04/2020;18;6634;153;6.01;6938;6621;-3.47;5.36;
14/04/2020;15;6872;159;4.3;6985;6763;0.35;1.91;
13/04/2020;11;6849;156;12.68;6917;6577;-0.93;0.64;
12/04/2020;10;6913;159;8.89;7192;6798;0.41;0.67;
11/04/2020;15;6885;158;4.07;6954;6780;0.13;0.14;
10/04/2020;15;6876;158;15.84;7306;6756;-5.73;2.93;
09/04/2020;22;7294;170;7.75;7371;7117;-1.00;2.365;
08/04/2020;21;7367;173;8.18;7420;7156;2.28;1.64;
07/04/2020;20;7203;165;11.99;7452;7088;-1.95;2.115;
06/04/2020;12;7346;171;14.59;7350;6780;8.38;5.165;
05/04/2020;12;6778;143;5.65;6915;6693;-1.51;4.945;
04/04/2020;12;6882;144;7.12;7011;6660;2.09;1.8;
03/04/2020;14;6741;141;9.97;7048;6625;-1.14;1.615;
02/04/2020;14;6818;141;20.08;7263;6591;2.15;1.645;
01/04/2020;12;6675;136;11.23;6715;6180;3.85;0.85;
31/03/2020;12;6428;133;5.75;6536;6350;0.31;1.77;
30/03/2020;10;6408;132;12.38;6627;5881;8.74;4.215;
29/03/2020;12;5893;124;11.22;6280;5893;-5.71;7.225;
28/03/2020;8;6249;131;12.96;6366;6061;-1.89;1.91;
27/03/2020;12;6370;131;11.08;6856;6278;-5.64;1.875;
26/03/2020;14;6751;138;6.73;6790;6537;0.93;3.285;
25/03/2020;13;6688;136;13.79;6968;6450;-1.09;1.01;
24/03/2020;12;6762;138;16.62;6839;6406;4.17;2.63;
23/03/2020;10;6491;136;19.55;6652;5683;11.40;3.615;
22/03/2020;11;5827;122;16.28;6411;5757;-6.04;8.72;
21/03/2020;9;6202;133;12.94;6461;5885;-0.06;2.99;
20/03/2020;9;6206;133;31.08;6897;5688;0.52;0.29;
19/03/2020;12;6173;136;31.25;6413;5266;13.98;6.73;
18/03/2020;11;5416;118;21.13;5453;5034;1.33;6.325;
17/03/2020;8;5345;116;19.6;5564;4964;5.67;2.17;
16/03/2020;9;5059;111;41.78;5382;4468;-6.03;5.85;
15/03/2020;12;5383;124;22.62;5984;5133;3.16;4.595;
14/03/2020;8;5218;123;18.64;5673;5099;-7.24;5.2;
13/03/2020;10;5625;134;102.82;5965;4001;14.17;10.705;
12/03/2020;14;4927;108;116.68;8002;4612;-38.18;26.175;
11/03/2020;17;7970;195;10.98;8021;7635;0.71;19.445;
10/03/2020;16;7914;201;10.17;8180;7779;-0.67;0.69;
09/03/2020;17;7967;203;22.56;8215;7700;-1.32;0.325;
08/03/2020;33;8074;199;25.59;8917;8050;-9.47;4.075;
07/03/2020;38;8919;237;4.49;9231;8885;-2.85;3.31;
06/03/2020;39;9181;245;3.14;9200;9016;0.99;1.92;
05/03/2020;41;9091;228;5.72;9185;8795;3.44;1.225;
04/03/2020;40;8789;224;4.17;8878;8718;-0.03;1.735;
03/03/2020;38;8791;224;5.32;8940;8700;-1.64;0.805;
02/03/2020;38;8938;232;5.32;8991;8525;4.35;2.995;
01/03/2020;39;8565;218;5.39;8775;8460;0.09;2.13;
29/02/2020;38;8557;217;2.5;8821;8557;-1.96;1.025;
28/02/2020;40;8728;227;7.09;8908;8455;-1.11;0.425;
27/02/2020;39;8826;228;8.39;8975;8555;0.14;0.625;
26/02/2020;41;8813;224;14.59;9386;8653;-5.51;2.825;
25/02/2020;44;9328;247;8.49;9687;9251;-3.58;0.965;
24/02/2020;46;9674;266;6.59;10022;9484;-3.11;0.235;
23/02/2020;46;9985;275;7.3;10001;9660;3.34;3.225;
22/02/2020;43;9662;262;1.84;9714;9565;-0.32;1.83;
21/02/2020;44;9694;265;11.1;9757;9568;0.89;0.605;
20/02/2020;44;9608;257;6.5;9695;9362;0.17;0.36;
19/02/2020;50;9592;260;13.94;10309;9350;-5.80;2.985;
18/02/2020;53;10183;282;8.25;10275;9626;4.89;5.345;
17/02/2020;49;9708;268;9.3;9964;9502;-2.23;3.56;
16/02/2020;59;9930;260;6.93;10037;9651;0.29;1.26;
15/02/2020;64;9901;265;6.4;10370;9800;-4.20;2.245;
14/02/2020;63;10335;286;4.13;10371;10101;1.11;2.655;
13/02/2020;65;10222;268;8.98;10489;10080;-1.13;1.12;
12/02/2020;61;10339;265;8.71;10458;10238;0.90;1.015;
11/02/2020;52;10247;237;8.45;10316;9720;4.03;1.565;
10/02/2020;57;9850;223;8.52;10187;9738;-2.96;3.495;
09/02/2020;56;10151;229;9.64;10161;9871;2.77;2.865;
08/02/2020;56;9877;223;5.53;9921;9658;0.73;1.02;
07/02/2020;56;9805;223;3.7;9860;9696;0.62;0.055;
06/02/2020;61;9745;213;8.58;9860;9547;1.38;0.38;
05/02/2020;53;9612;204;10.77;9731;9180;4.51;1.565;
04/02/2020;56;9197;189;4.07;9360;9113;-1.20;2.855;
03/02/2020;59;9309;190;6.72;9625;9247;-0.47;0.365;
02/02/2020;57;9353;188;6.44;9501;9175;-0.61;0.07;
01/02/2020;57;9411;184;2.53;9476;9318;0.46;0.535;
31/01/2020;55;9367;180;4.87;9520;9222;-1.53;0.995;
30/01/2020;57;9513;185;9.02;9550;9176;2.24;1.885;
29/01/2020;57;9304;174;4.6;9442;9244;-0.95;1.595;
28/01/2020;54;9394;176;9.12;9413;8912;5.41;3.18;
27/01/2020;50;8912;170;6.28;9002;8585;3.37;1.02;
26/01/2020;42;8622;168;3.52;8622;8304;3.21;0.08;
25/01/2020;41;8354;160;2.1;8447;8280;-1.11;2.16;
24/01/2020;40;8447;163;3.51;8522;8248;0.52;0.815;
23/01/2020;49;8404;163;5.7;8669;8297;-3.01;1.765;
22/01/2020;52;8664;168;2.35;8800;8581;-0.80;1.105;
21/01/2020;49;8734;169;3.25;8783;8512;1.11;0.955;
20/01/2020;48;8638;167;4.11;8741;8520;-0.64;0.875;
19/01/2020;53;8694;167;12.41;9170;8456;-2.22;0.79;
18/01/2020;51;8892;174;3.46;8965;8794;0.18;1.2;
17/01/2020;54;8875;170;9.69;8995;8674;1.78;0.8;
16/01/2020;55;8721;164;5.31;8840;8580;-0.99;1.385;
15/01/2020;54;8808;166;8.78;8873;8560;0.37;0.68;
14/01/2020;56;8776;166;16.57;8829;8099;8.41;4.02;
13/01/2020;49;8095;144;2.59;8198;8054;-0.98;4.695;
12/01/2020;45;8175;146;3.21;8175;7952;2.01;1.495;
11/01/2020;50;8014;143;4.25;8272;7995;-1.99;2;
10/01/2020;41;8176;145;7.86;8178;7679;4.59;3.29;
09/01/2020;44;7818;138;4.67;8037;7756;-2.73;3.66;
08/01/2020;51;8037;141;11.76;8442;7883;-1.39;0.67;
07/01/2020;40;8150;143;12.35;8200;7742;5.05;3.22;
06/01/2020;41;7758;144;8.54;7785;7358;5.34;0.145;
05/01/2020;39;7365;135;4.45;7510;7316;-0.07;2.705;
04/01/2020;38;7370;134;4.27;7422;7298;0.03;0.05;
03/01/2020;38;7368;134;6.68;7438;6909;5.41;2.69;
02/01/2020;39;6989;127;4.85;7225;6963;-3.10;4.255;
01/01/2020;37;7213;131;2.07;7269;7185;0.06;1.58;
31/12/2019;38;7208;129;2.99;7333;7161;-0.72;0.39;
30/12/2019;40;7261;132;4.09;7422;7218;-2.12;0.7;
29/12/2019;37;7418;134;2.49;7552;7312;1.14;1.63;
28/12/2019;37;7334;128;2.73;7390;7281;0.65;0.245;
27/12/2019;38;7287;126;4;7300;7114;0.75;0.05;
26/12/2019;39;7232;126;4.72;7464;7189;0.17;0.29;
25/12/2019;22;7220;125;3.36;7287;7145;-0.78;0.475;
24/12/2019;25;7277;128;4.25;7445;7183;-0.96;0.09;
23/12/2019;33;7347;128;7.08;7715;7283;-2.45;0.745;
22/12/2019;20;7532;132;3.62;7541;7160;5.10;3.775;
21/12/2019;23;7166;127;2.28;7215;7145;-0.65;2.875;
20/12/2019;23;7213;128;5.7;7249;7117;0.43;0.54;
19/12/2019;21;7182;128;5.43;7413;7089;-1.93;1.18;
18/12/2019;15;7323;133;13.75;7480;6479;9.84;5.885;
17/12/2019;23;6667;122;12.66;6972;6624;-3.75;6.795;
16/12/2019;24;6927;133;13.42;7190;6900;-3.16;0.295;
15/12/2019;21;7153;142;3.53;7219;7047;0.73;1.945;
14/12/2019;27;7101;142;3.41;7291;7039;-2.50;1.615;
13/12/2019;22;7283;145;2.9;7332;7219;0.82;1.66;
12/12/2019;23;7224;145;5.64;7326;7134;-0.09;0.455;
11/12/2019;20;7231;143;3.12;7296;7170;-0.33;0.12;
10/12/2019;26;7255;146;3.64;7433;7208;-1.69;0.68;
09/12/2019;32;7380;147;6.56;7701;7309;-2.45;0.38;
08/12/2019;28;7565;150;4.3;7620;7434;0.28;1.365;
07/12/2019;32;7543;147;1.72;7665;7520;-0.59;0.435;
06/12/2019;29;7588;148;5.71;7649;7350;1.99;1.29;
05/12/2019;21;7440;148;4.79;7523;7194;2.79;0.4;
04/12/2019;24;7238;145;11.72;7888;7134;-1.33;2.06;
03/12/2019;28;7336;147;2.3;7454;7288;-0.19;0.57;
02/12/2019;28;7350;149;4.63;7467;7209;-1.34;0.575;
01/12/2019;25;7450;151;6.33;7600;7289;-1.97;0.315;
30/11/2019;38;7600;152;4.97;7850;7495;-2.52;0.275;
29/11/2019;31;7797;154;7.28;7916;7450;4.50;3.51;
28/11/2019;32;7461;151;4.34;7683;7415;-1.17;2.835;
27/11/2019;20;7549;153;13.9;7689;6880;4.88;3.025;
26/11/2019;21;7198;147;5.2;7385;7061;0.42;2.23;
25/11/2019;17;7168;146;18.52;7414;6619;2.91;1.245;
24/11/2019;21;6965;140;8.58;7372;6922;-5.27;4.09;
23/11/2019;23;7353;152;4.63;7385;7141;0.40;2.835;
22/11/2019;20;7323;150;19.37;7763;6820;-4.54;2.47;
21/11/2019;30;7671;161;9.89;8156;7510;-5.60;0.53;
20/11/2019;32;8126;175;2.06;8255;8081;-0.47;2.565;
19/11/2019;32;8165;176;3.7;8242;8055;-0.66;0.095;
18/11/2019;38;8220;178;6.36;8537;8119;-3.72;1.53;
17/11/2019;38;8537;184;2.84;8663;8422;0.16;1.94;
16/11/2019;41;8524;182;1.53;8553;8443;0.33;0.085;
15/11/2019;38;8496;180;5.18;8798;8420;-1.85;1.09;
14/11/2019;41;8656;185;3.3;8817;8601;-1.65;0.1;
13/11/2019;38;8801;188;1.34;8849;8730;-0.33;0.66;
12/11/2019;39;8830;187;3.5;8892;8602;1.06;0.695;
11/11/2019;40;8738;185;4.24;9107;8633;-3.65;2.355;
10/11/2019;39;9068;189;4.64;9157;8764;2.72;3.185;
09/11/2019;38;8828;185;1.96;8891;8736;0.52;1.1;
08/11/2019;42;8782;184;7.86;9252;8688;-4.62;2.57;
07/11/2019;54;9208;187;3.75;9387;9087;-1.55;1.535;
06/11/2019;53;9353;191;3.47;9475;9278;0.20;0.875;
05/11/2019;54;9334;189;3.41;9504;9200;-1.14;0.67;
04/11/2019;49;9441;186;7.47;9622;9152;2.37;1.755;
03/11/2019;56;9222;182;3.62;9401;9100;-1.18;1.775;
02/11/2019;51;9332;183;3.66;9429;9252;0.46;0.82;
01/11/2019;49;9289;183;4.09;9332;9087;1.13;0.335;
31/10/2019;50;9186;182;5.67;9461;8985;0.01;0.56;
30/10/2019;53;9184;183;5.05;9447;9035;-2.77;1.39;
29/10/2019;54;9446;190;6.73;9558;9101;2.38;2.575;
28/10/2019;52;9226;182;8.99;9948;9217;-3.62;3;
27/10/2019;50;9572;184;11.11;9816;9122;3.25;3.435;
26/10/2019;53;9271;180;32.06;10464;8663;6.82;1.785;
25/10/2019;24;8679;182;17.1;8800;7426;16.45;4.815;
24/10/2019;20;7453;160;5.8;7529;7372;-0.54;8.495;
23/10/2019;33;7494;162;12.98;8075;7342;-7.01;3.235;
22/10/2019;39;8059;171;3.85;8332;8037;-2.24;2.385;
21/10/2019;37;8244;174;3.41;8371;8182;-0.20;1.02;
20/10/2019;37;8261;175;4.87;8336;7922;3.35;1.775;
19/10/2019;41;7993;172;3.51;8117;7927;0.07;1.64;
18/10/2019;40;7987;173;5.3;8135;7860;-1.30;0.685;
17/10/2019;40;8092;177;2.81;8145;7949;0.95;1.125;
16/10/2019;40;8016;175;7.08;8203;7960;-2.14;1.545;
15/10/2019;39;8191;181;3.28;8434;8124;-2.14;0;
14/10/2019;37;8370;187;2.54;8424;8230;0.77;1.455;
13/10/2019;38;8306;181;4.04;8477;8179;-0.15;0.46;
12/10/2019;38;8318;180;1.71;8421;8273;0.46;0.305;
11/10/2019;39;8280;181;6.08;8815;8253;-3.68;2.07;
10/10/2019;41;8596;191;4.32;8683;8472;-0.13;1.775;
09/10/2019;37;8608;193;8.39;8718;8147;4.83;2.48;
08/10/2019;39;8211;181;3.47;8362;8133;-0.19;2.51;
07/10/2019;27;8227;180;8.15;8342;7795;4.36;2.275;
06/10/2019;32;7883;170;5.85;8183;7807;-3.42;3.89;
05/10/2019;31;8163;176;3.33;8211;8040;-0.09;1.665;
04/10/2019;30;8170;176;3.05;8265;8040;-1.06;0.485;
03/10/2019;37;8258;175;3.72;8440;8101;-1.85;0.395;
02/10/2019;39;8413;180;3.45;8420;8194;0.94;1.395;
01/10/2019;38;8335;176;5.84;8539;8228;0.05;0.445;
30/09/2019;27;8331;180;10.92;8384;7753;2.98;1.465;
29/09/2019;33;8090;169;6.14;8260;7931;-1.80;2.39;
28/09/2019;32;8239;174;5.45;8355;8048;0.31;1.055;
27/09/2019;24;8213;174;7.47;8297;7906;1.35;0.52;
26/09/2019;12;8104;166;15.42;8490;7800;-4.38;2.865;
25/09/2019;15;8475;170;12.77;8770;8266;-0.86;1.76;
24/09/2019;39;8548;166;34.87;9788;8110;-11.90;5.52;
23/09/2019;41;9703;201;5.49;10077;9628;-3.48;4.21;
22/09/2019;37;10052;211;2.75;10105;9881;0.39;1.935;
21/09/2019;37;10013;215;2.98;10199;9958;-1.81;1.1;
20/09/2019;41;10198;218;2.51;10340;10105;-1.00;0.405;
19/09/2019;31;10301;220;9.77;10417;9655;1.14;1.07;
18/09/2019;38;10185;210;3.34;10278;10111;-0.28;0.71;
17/09/2019;41;10214;208;2.94;10308;10171;-0.79;0.255;
16/09/2019;38;10295;197;5.52;10399;10100;-0.26;0.265;
15/09/2019;38;10322;189;1.88;10402;10287;-0.55;0.145;
14/09/2019;39;10379;188;3.16;10478;10256;0.05;0.3;
13/09/2019;38;10374;181;4.5;10475;10170;-0.75;0.4;
12/09/2019;39;10452;181;4.4;10488;10065;2.72;1.735;
11/09/2019;38;10175;178;4.35;10297;9867;0.52;1.1;
10/09/2019;41;10122;180;4.21;10399;9962;-1.90;1.21;
09/09/2019;41;10318;181;5.2;10542;10119;-0.93;0.485;
08/09/2019;43;10415;181;3.51;10599;10257;-0.70;0.115;
07/09/2019;39;10488;178;3.38;10581;10305;1.66;1.18;
06/09/2019;43;10317;169;11.28;10933;10218;-2.47;2.065;
05/09/2019;41;10579;174;3.01;10663;10483;-0.11;1.18;
04/09/2019;43;10590;175;6.25;10841;10411;-0.48;0.185;
03/09/2019;41;10641;179;10.74;10766;10300;2.44;1.46;
02/09/2019;28;10388;178;11.14;10473;9755;6.23;1.895;
01/09/2019;24;9779;171;2.87;9858;9560;1.61;2.31;
31/08/2019;20;9624;172;2.75;9710;9472;0.24;0.685;
30/08/2019;24;9601;168;3.75;9710;9384;0.97;0.365;
29/08/2019;20;9509;169;7.08;9727;9360;-2.25;1.61;
28/08/2019;32;9727;173;10.41;10303;9585;-4.48;1.115;
27/08/2019;30;10184;187;4.52;10392;10037;-1.86;1.31;
26/08/2019;41;10377;189;8.98;10654;10144;2.42;2.14;
25/08/2019;33;10132;186;5.21;10349;9881;-0.20;1.31;
24/08/2019;39;10152;191;5.41;10427;9900;-2.46;1.13;
23/08/2019;33;10408;194;6.39;10461;10063;2.88;2.67;
22/08/2019;5;10117;190;6.53;10247;9790;-0.29;1.585;
21/08/2019;11;10146;188;11.79;10825;9880;-5.99;2.85;
20/08/2019;39;10793;196;5.83;10986;10588;-1.32;2.335;
19/08/2019;30;10937;202;7.38;10960;10280;5.91;3.615;
18/08/2019;14;10327;194;3.9;10529;10086;0.97;2.47;
17/08/2019;20;10228;186;4.89;10487;10004;-1.33;1.15;
16/08/2019;31;10366;185;12.89;10568;9783;0.38;0.855;
15/08/2019;13;10327;188;17.37;10470;9523;2.58;1.1;
14/08/2019;11;10067;187;14.51;10909;9980;-7.68;5.13;
13/08/2019;45;10904;209;9;11468;10801;-4.38;1.65;
12/08/2019;48;11404;211;3.2;11579;11272;-1.57;1.405;
11/08/2019;45;11586;216;5.44;11594;11158;2.40;1.985;
10/08/2019;59;11314;206;9.02;12003;11263;-4.87;3.635;
09/08/2019;60;11893;211;7.81;12093;11711;-1.38;1.745;
08/08/2019;61;12060;221;10.97;12126;11570;0.53;0.955;
07/08/2019;45;11997;226;13.66;12122;11386;4.58;2.025;
06/08/2019;66;11471;226;19.34;12307;11268;-2.85;3.715;
05/08/2019;64;11808;233;16.13;11938;10973;7.61;5.23;
04/08/2019;62;10973;222;9.28;11060;10595;1.40;3.105;
03/08/2019;61;10822;222;7.42;10910;10506;2.88;0.74;
02/08/2019;61;10519;218;8.44;10648;10345;1.15;0.865;
01/08/2019;57;10399;217;7.78;10500;9900;3.08;0.965;
31/07/2019;31;10088;218;7.94;10099;9576;5.20;1.06;
30/07/2019;22;9589;210;5.19;9736;9402;0.86;2.17;
29/07/2019;19;9507;211;5.7;9690;9397;-0.13;0.495;
28/07/2019;16;9519;211;7.75;9604;9112;0.56;0.345;
27/07/2019;47;9466;207;11.77;10189;9300;-3.83;2.195;
26/07/2019;24;9843;219;5.12;9899;9672;-0.48;1.675;
25/07/2019;42;9890;219;9.22;10180;9735;1.22;0.85;
24/07/2019;20;9771;216;11.57;9918;9542;-0.85;1.035;
23/07/2019;40;9855;213;9.77;10330;9825;-4.59;1.87;
22/07/2019;42;10329;217;10.9;10667;10094;-2.27;1.16;
21/07/2019;42;10569;225;8.25;10811;10300;-1.59;0.34;
20/07/2019;34;10740;228;12.13;11085;10402;2.10;1.845;
19/07/2019;42;10519;221;13.16;10759;10133;-0.97;1.535;
18/07/2019;40;10622;226;28.83;10750;9272;9.70;5.335;
17/07/2019;19;9683;211;23.12;9963;9090;2.90;3.4;
16/07/2019;34;9410;199;26.18;10991;9378;-13.03;7.965;
15/07/2019;16;10820;228;21.44;11043;9921;6.01;9.52;
14/07/2019;61;10207;226;22.49;11390;10125;-9.77;7.89;
13/07/2019;65;11312;269;14.72;11803;10806;-3.85;2.96;
12/07/2019;33;11765;275;12.25;11900;11100;3.75;3.8;
11/07/2019;62;11340;268;21.6;12092;11006;-6.23;4.99;
10/07/2019;83;12093;289;36.06;13173;11572;-3.66;1.285;
09/07/2019;84;12553;307;19.16;12811;12173;2.05;2.855;
08/07/2019;74;12301;312;17.84;12382;11339;7.10;2.525;
07/07/2019;67;11486;305;8.42;11618;11122;1.80;2.65;
06/07/2019;72;11283;288;12.21;11720;10983;2.59;0.395;
05/07/2019;67;10998;288;16.37;11440;10802;-1.53;2.06;
04/07/2019;76;11169;283;19.84;12064;11057;-6.80;2.635;
03/07/2019;79;11984;301;28.09;12004;10903;10.29;8.545;
02/07/2019;63;10866;292;28.78;10961;9745;2.13;4.08;
01/07/2019;65;10639;295;24.9;11221;10099;-0.99;1.56;
30/06/2019;78;10745;292;19.07;12229;10705;-9.86;4.435;
29/06/2019;74;11921;318;20.39;12351;11375;-3.47;3.195;
28/06/2019;62;12349;311;31.98;12404;10812;10.26;6.865;
27/06/2019;92;11200;299;47.61;13222;10397;-13.02;11.64;
26/06/2019;95;12876;340;55.59;13764;11693;9.57;11.295;
25/06/2019;87;11751;318;21.85;11780;10992;6.32;1.625;
24/06/2019;80;11053;312;14.4;11135;10560;1.26;2.53;
23/06/2019;84;10916;309;18.59;11368;10576;1.56;0.15;
22/06/2019;83;10748;311;36.68;11210;10098;5.00;1.72;
21/06/2019;84;10236;295;22.23;10249;9558;7.10;1.05;
20/06/2019;81;9557;271;10.59;9621;9241;2.70;2.2;
19/06/2019;82;9306;268;5.77;9340;9062;2.31;0.195;
18/06/2019;83;9096;265;10.59;9371;8945;-2.78;2.545;
17/06/2019;84;9356;273;14.17;9490;8986;4.12;3.45;
16/06/2019;80;8986;268;20.91;9390;8803;1.47;1.325;
15/06/2019;75;8856;268;9.4;8904;8611;1.92;0.225;
14/06/2019;67;8689;262;12.71;8715;8163;5.61;1.845;
13/06/2019;63;8227;255;8.89;8333;8039;0.64;2.485;
12/06/2019;60;8175;261;9.14;8239;7822;3.43;1.395;
11/06/2019;61;7904;244;6.53;8049;7711;-1.37;2.4;
10/06/2019;46;8014;246;8.9;8046;7523;4.90;3.135;
09/06/2019;62;7639;232;6.83;7961;7503;-3.60;4.25;
08/06/2019;62;7925;243;4.77;8065;7802;-0.84;1.38;
07/06/2019;27;7992;249;13.44;8124;7769;2.38;1.61;
06/06/2019;34;7806;250;7.51;7871;7461;0.21;1.085;
05/06/2019;27;7789;246;10.83;7931;7603;1.25;0.52;
04/06/2019;42;7693;242;28.12;8088;7525;-5.07;3.16;
03/06/2019;66;8103;252;18.66;8740;8050;-7.28;1.105;
02/06/2019;63;8740;269;6.24;8818;8540;2.26;4.77;
01/06/2019;62;8547;264;5.46;8625;8452;0.16;1.05;
31/05/2019;61;8533;268;10.93;8550;8112;3.18;1.51;
30/05/2019;73;8270;255;20.29;9100;8020;-4.73;3.955;
29/05/2019;71;8681;269;10.3;8795;8490;-0.69;2.02;
28/05/2019;71;8741;271;11.14;8844;8558;-0.74;0.025;
27/05/2019;70;8806;271;17.56;8951;8661;0.87;0.805;
26/05/2019;67;8730;264;20.14;8820;7880;8.38;3.755;
25/05/2019;69;8055;250;4.34;8135;7950;0.75;3.815;
24/05/2019;64;7995;249;10.92;8159;7802;1.56;0.405;
23/05/2019;65;7872;244;10.55;7957;7496;3.30;0.87;
22/05/2019;69;7621;246;10.78;8030;7508;-3.98;3.64;
21/05/2019;68;7937;254;7.69;8090;7820;-0.60;1.69;
20/05/2019;73;7985;246;16.9;8188;7601;-2.50;0.95;
19/05/2019;70;8190;241;23.46;8263;7252;12.80;7.65;
18/05/2019;67;7260;241;9.32;7509;7211;-2.10;7.45;
17/05/2019;65;7415;244;29.02;7906;7067;-5.62;1.76;
16/05/2019;75;7857;265;22.29;8308;7750;-3.39;1.115;
15/05/2019;77;8133;248;19.04;8209;7838;2.19;2.79;
14/05/2019;78;7958;218;29.32;8194;7684;2.65;0.23;
13/05/2019;78;7753;196;36.47;8050;6884;11.08;4.215;
12/05/2019;75;6980;188;31.96;7448;6860;-2.19;6.635;
11/05/2019;76;7136;193;37.91;7278;6439;10.84;6.515;
10/05/2019;71;6439;173;14.49;6522;6213;2.88;3.98;
09/05/2019;69;6258;171;9.68;6309;6165;0.93;0.975;
08/05/2019;63;6201;171;8.2;6220;6024;1.86;0.465;
07/05/2019;69;6088;169;11.99;6290;6028;1.00;0.43;
06/05/2019;57;6028;173;6.48;6100;5907;-0.23;0.615;
05/05/2019;67;6042;163;5.82;6112;5956;-0.92;0.345;
04/05/2019;66;6098;164;9.44;6149;5868;1.37;1.145;
03/05/2019;63;6016;168;19.48;6140;5717;5.11;1.87;
02/05/2019;50;5724;162;11.06;5780;5618;1.67;1.72;
01/05/2019;51;5630;160;5.53;5655;5586;0.54;0.565;
30/04/2019;42;5600;162;7.44;5612;5455;2.18;0.82;
29/04/2019;42;5480;155;7.81;5515;5370;-0.12;1.15;
28/04/2019;40;5487;158;7.76;5542;5401;1.57;0.845;
27/04/2019;42;5402;159;4.57;5457;5355;-0.17;0.87;
