Date	Sentiment	Close	Variation
20/06/2022	9	20554	-0.01Ê
19/06/2022	6	20556	8.31Ê
18/06/2022	6	18978	-7.02Ê
17/06/2022	9	20411	0.08Ê
16/06/2022	7	20394	-9.74Ê
15/06/2022	7	22594	1.90Ê
14/06/2022	8	22172	-1.40Ê
13/06/2022	11	22487	-15.68Ê
12/06/2022	14	26670	-6.17Ê
11/06/2022	12	28425	-2.33Ê
10/06/2022	13	29103	-3.35Ê
09/06/2022	11	30112	-0.39Ê
08/06/2022	17	30230	-2.95Ê
07/06/2022	15	31149	-0.71Ê
06/06/2022	13	31371	4.84Ê
05/06/2022	10	29923	0.16Ê
04/06/2022	14	29877	0.49Ê
03/06/2022	10	29730	-2.45Ê
02/06/2022	13	30478	2.17Ê
01/06/2022	17	29832	-6.17Ê
31/05/2022	16	31792	0.21Ê
30/05/2022	10	31726	7.63Ê
29/05/2022	14	29476	1.51Ê
28/05/2022	13	29037	1.50Ê
27/05/2022	12	28609	-2.07Ê
26/05/2022	12	29213	-1.05Ê
25/05/2022	11	29524	-0.41Ê
24/05/2022	12	29647	1.91Ê
23/05/2022	10	29091	-3.94Ê
22/05/2022	14	30283	2.87Ê
21/05/2022	13	29439	0.81Ê
20/05/2022	13	29202	-3.72Ê
19/05/2022	13	30329	5.75Ê
18/05/2022	12	28680	-5.79Ê
17/05/2022	8	30442	1.97Ê
16/05/2022	14	29854	-4.68Ê
15/05/2022	10	31319	4.04Ê
14/05/2022	9	30104	2.72Ê
13/05/2022	10	29306	0.74Ê
12/05/2022	12	29090	-0.02Ê
11/05/2022	12	29095	-6.30Ê
10/05/2022	10	31050	2.96Ê
09/05/2022	11	30158	-11.52Ê
08/05/2022	18	34084	-4.01Ê
07/05/2022	23	35508	-1.48Ê
06/05/2022	22	36040	-1.47Ê
05/05/2022	27	36577	-7.87Ê
04/05/2022	21	39701	5.17Ê
03/05/2022	27	37751	-2.00Ê
02/05/2022	28	38520	0.06Ê
01/05/2022	22	38496	2.21Ê
30/04/2022	20	37662	-2.43Ê
29/04/2022	23	38600	-2.91Ê
28/04/2022	24	39758	1.26Ê
27/04/2022	21	39263	2.95Ê
26/04/2022	27	38139	-5.73Ê
25/04/2022	23	40456	2.46Ê
24/04/2022	24	39486	0.10Ê
23/04/2022	24	39447	-0.70Ê
22/04/2022	26	39724	-1.92Ê
21/04/2022	27	40502	-2.09Ê
20/04/2022	27	41366	-0.36Ê
19/04/2022	27	41517	1.70Ê
18/04/2022	24	40821	2.80Ê
17/04/2022	28	39708	-1.74Ê
16/04/2022	28	40409	-0.44Ê
15/04/2022	22	40587	1.60Ê
14/04/2022	28	39948	-2.93Ê
13/04/2022	25	41155	2.66Ê
12/04/2022	20	40087	1.32Ê
11/04/2022	32	39565	-6.20Ê
10/04/2022	34	42181	-1.40Ê
09/04/2022	30	42780	1.19Ê
08/04/2022	37	42277	-2.72Ê
07/04/2022	34	43458	0.60Ê
06/04/2022	48	43199	-5.02Ê
05/04/2022	53	45481	-2.42Ê
04/04/2022	52	46611	0.49Ê
03/04/2022	48	46383	1.22Ê
02/04/2022	52	45825	-1.03Ê
