Date	Sentiment	Close	Variation
13/07/2020	43	9252	-0.68Ê
12/07/2020	41	9316	0.75Ê
11/07/2020	44	9246	-0.64Ê
10/07/2020	41	9306	0.61Ê
09/07/2020	44	9249	-2.10Ê
08/07/2020	44	9447	1.94Ê
07/07/2020	43	9268	-1.00Ê
06/07/2020	40	9361	2.99Ê
05/07/2020	38	9090	-0.63Ê
04/07/2020	40	9148	0.81Ê
03/07/2020	41	9074	-0.29Ê
02/07/2020	42	9100	-1.51Ê
01/07/2020	42	9240	0.98Ê
30/06/2020	44	9151	-0.48Ê
29/06/2020	41	9194	0.73Ê
28/06/2020	40	9128	1.25Ê
27/06/2020	43	9015	-1.72Ê
26/06/2020	40	9173	-0.91Ê
25/06/2020	43	9257	-0.59Ê
24/06/2020	50	9312	-3.35Ê
23/06/2020	41	9635	-0.65Ê
22/06/2020	38	9698	4.30Ê
21/06/2020	37	9298	-0.78Ê
20/06/2020	38	9371	0.60Ê
19/06/2020	39	9316	-0.90Ê
18/06/2020	40	9400	-0.77Ê
17/06/2020	38	9473	-0.64Ê
16/06/2020	39	9534	1.07Ê
15/06/2020	37	9434	0.95Ê
14/06/2020	40	9345	-1.43Ê
13/06/2020	38	9481	0.13Ê
12/06/2020	38	9468	2.11Ê
11/06/2020	52	9272	-6.33Ê
10/06/2020	54	9899	1.31Ê
09/06/2020	52	9771	-0.13Ê
08/06/2020	53	9783	0.38Ê
07/06/2020	54	9746	0.81Ê
06/06/2020	54	9668	0.50Ê
05/06/2020	53	9621	-1.74Ê
04/06/2020	54	9791	1.23Ê
03/06/2020	48	9672	1.49Ê
02/06/2020	56	9530	-6.76Ê
01/06/2020	50	10221	8.13Ê
31/05/2020	51	9452	-2.62Ê
30/05/2020	48	9706	2.97Ê
29/05/2020	48	9426	-1.70Ê
28/05/2020	41	9589	4.11Ê
27/05/2020	39	9210	4.12Ê
26/05/2020	39	8846	-0.63Ê
25/05/2020	41	8902	2.19Ê
24/05/2020	43	8712	-5.05Ê
23/05/2020	40	9175	0.13Ê
22/05/2020	42	9162	1.14Ê
21/05/2020	49	9060	-4.66Ê
20/05/2020	52	9502	-2.74Ê
19/05/2020	50	9770	0.57Ê
18/05/2020	50	9715	0.48Ê
17/05/2020	40	9668	2.98Ê
16/05/2020	41	9388	0.80Ê
15/05/2020	44	9313	-4.88Ê
14/05/2020	40	9791	5.14Ê
13/05/2020	41	9312	5.68Ê
12/05/2020	39	8811	3.00Ê
11/05/2020	40	8555	-1.96Ê
10/05/2020	48	8726	-8.51Ê
09/05/2020	56	9538	-2.60Ê
08/05/2020	55	9793	-1.87Ê
07/05/2020	49	9980	8.97Ê
06/05/2020	42	9158	1.53Ê
05/05/2020	40	9020	1.74Ê
04/05/2020	44	8866	-0.38Ê
03/05/2020	45	8900	-0.92Ê
02/05/2020	40	8982	1.81Ê
01/05/2020	40	8823	2.17Ê
30/04/2020	44	8635	-1.57Ê
29/04/2020	26	8773	13.12Ê
28/04/2020	26	7756	-0.28Ê
27/04/2020	28	7778	1.05Ê
26/04/2020	21	7697	2.10Ê
25/04/2020	24	7539	0.42Ê
24/04/2020	20	7507	0.15Ê
23/04/2020	19	7495	5.08Ê
22/04/2020	19	7133	4.13Ê
21/04/2020	17	6850	0.12Ê
20/04/2020	15	6842	-4.09Ê
19/04/2020	16	7133	-1.87Ê
18/04/2020	18	7269	3.17Ê
17/04/2020	15	7046	-0.97Ê
16/04/2020	13	7115	7.25Ê
15/04/2020	18	6634	-3.47Ê
14/04/2020	15	6872	0.35Ê
13/04/2020	11	6849	-0.93Ê
12/04/2020	10	6913	0.41Ê
11/04/2020	15	6885	0.13Ê
10/04/2020	15	6876	-5.73Ê
09/04/2020	22	7294	-1.00Ê
08/04/2020	21	7367	2.28Ê
07/04/2020	20	7203	-1.95Ê
06/04/2020	12	7346	8.38Ê
05/04/2020	12	6778	-1.51Ê
04/04/2020	12	6882	2.09Ê
03/04/2020	14	6741	-1.14Ê
02/04/2020	14	6818	2.15Ê
01/04/2020	12	6675	3.85Ê
31/03/2020	12	6428	0.31Ê
30/03/2020	10	6408	8.74Ê
29/03/2020	12	5893	-5.71Ê
28/03/2020	8	6249	-1.89Ê
27/03/2020	12	6370	-5.64Ê
26/03/2020	14	6751	0.93Ê
25/03/2020	13	6688	-1.09Ê
24/03/2020	12	6762	4.17Ê
23/03/2020	10	6491	11.40Ê
22/03/2020	11	5827	-6.04Ê
21/03/2020	9	6202	-0.06Ê
20/03/2020	9	6206	0.52Ê
19/03/2020	12	6173	13.98Ê
18/03/2020	11	5416	1.33Ê
17/03/2020	8	5345	5.67Ê
16/03/2020	9	5059	-6.03Ê
15/03/2020	12	5383	3.16Ê
14/03/2020	8	5218	-7.24Ê
13/03/2020	10	5625	14.17Ê
12/03/2020	14	4927	-38.18Ê
11/03/2020	17	7970	0.71Ê
10/03/2020	16	7914	-0.67Ê
09/03/2020	17	7967	-1.32Ê
08/03/2020	33	8074	-9.47Ê
07/03/2020	38	8919	-2.85Ê
06/03/2020	39	9181	0.99Ê
05/03/2020	41	9091	3.44Ê
04/03/2020	40	8789	-0.03Ê
03/03/2020	38	8791	-1.64Ê
02/03/2020	38	8938	4.35Ê
01/03/2020	39	8565	0.09Ê
29/02/2020	38	8557	-1.96Ê
28/02/2020	40	8728	-1.11Ê
27/02/2020	39	8826	0.14Ê
26/02/2020	41	8813	-5.51Ê
25/02/2020	44	9328	-3.58Ê
24/02/2020	46	9674	-3.11Ê
23/02/2020	46	9985	3.34Ê
22/02/2020	43	9662	-0.32Ê
21/02/2020	44	9694	0.89Ê
20/02/2020	44	9608	0.17Ê
19/02/2020	50	9592	-5.80Ê
18/02/2020	53	10183	4.89Ê
17/02/2020	49	9708	-2.23Ê
16/02/2020	59	9930	0.29Ê
15/02/2020	64	9901	-4.20Ê
14/02/2020	63	10335	1.11Ê
13/02/2020	65	10222	-1.13Ê
12/02/2020	61	10339	0.90Ê
11/02/2020	52	10247	4.03Ê
10/02/2020	57	9850	-2.96Ê
09/02/2020	56	10151	2.77Ê
08/02/2020	56	9877	0.73Ê
07/02/2020	56	9805	0.62Ê
06/02/2020	61	9745	1.38Ê
05/02/2020	53	9612	4.51Ê
04/02/2020	56	9197	-1.20Ê
03/02/2020	59	9309	-0.47Ê
02/02/2020	57	9353	-0.61Ê
01/02/2020	57	9411	0.46Ê
31/01/2020	55	9367	-1.53Ê
30/01/2020	57	9513	2.24Ê
29/01/2020	57	9304	-0.95Ê
28/01/2020	54	9394	5.41Ê
27/01/2020	50	8912	3.37Ê
26/01/2020	42	8622	3.21Ê
25/01/2020	41	8354	-1.11Ê
24/01/2020	40	8447	0.52Ê
23/01/2020	49	8404	-3.01Ê
22/01/2020	52	8664	-0.80Ê
21/01/2020	49	8734	1.11Ê
20/01/2020	48	8638	-0.64Ê
19/01/2020	53	8694	-2.22Ê
18/01/2020	51	8892	0.18Ê
17/01/2020	54	8875	1.78Ê
16/01/2020	55	8721	-0.99Ê
15/01/2020	54	8808	0.37Ê
14/01/2020	56	8776	8.41Ê
13/01/2020	49	8095	-0.98Ê
12/01/2020	45	8175	2.01Ê
11/01/2020	50	8014	-1.99Ê
10/01/2020	41	8176	4.59Ê
09/01/2020	44	7818	-2.73Ê
08/01/2020	51	8037	-1.39Ê
07/01/2020	40	8150	5.05Ê
06/01/2020	41	7758	5.34Ê
05/01/2020	39	7365	-0.07Ê
04/01/2020	38	7370	0.03Ê
03/01/2020	38	7368	5.41Ê
02/01/2020	39	6989	-3.10Ê
01/01/2020	37	7213	0.06Ê
31/12/2019	38	7208	-0.72Ê
30/12/2019	40	7261	-2.12Ê
29/12/2019	37	7418	1.14Ê
28/12/2019	37	7334	0.65Ê
27/12/2019	38	7287	0.75Ê
26/12/2019	39	7232	0.17Ê
25/12/2019	22	7220	-0.78Ê
24/12/2019	25	7277	-0.96Ê
23/12/2019	33	7347	-2.45Ê
22/12/2019	20	7532	5.10Ê
21/12/2019	23	7166	-0.65Ê
20/12/2019	23	7213	0.43Ê
19/12/2019	21	7182	-1.93Ê
18/12/2019	15	7323	9.84Ê
17/12/2019	23	6667	-3.75Ê
16/12/2019	24	6927	-3.16Ê
15/12/2019	21	7153	0.73Ê
14/12/2019	27	7101	-2.50Ê
13/12/2019	22	7283	0.82Ê
12/12/2019	23	7224	-0.09Ê
11/12/2019	20	7231	-0.33Ê
10/12/2019	26	7255	-1.69Ê
09/12/2019	32	7380	-2.45Ê
08/12/2019	28	7565	0.28Ê
07/12/2019	32	7543	-0.59Ê
06/12/2019	29	7588	1.99Ê
05/12/2019	21	7440	2.79Ê
04/12/2019	24	7238	-1.33Ê
03/12/2019	28	7336	-0.19Ê
02/12/2019	28	7350	-1.34Ê
01/12/2019	25	7450	-1.97Ê
30/11/2019	38	7600	-2.52Ê
29/11/2019	31	7797	4.50Ê
28/11/2019	32	7461	-1.17Ê
27/11/2019	20	7549	4.88Ê
26/11/2019	21	7198	0.42Ê
25/11/2019	17	7168	2.91Ê
24/11/2019	21	6965	-5.27Ê
23/11/2019	23	7353	0.40Ê
22/11/2019	20	7323	-4.54Ê
21/11/2019	30	7671	-5.60Ê
20/11/2019	32	8126	-0.47Ê
19/11/2019	32	8165	-0.66Ê
18/11/2019	38	8220	-3.72Ê
17/11/2019	38	8537	0.16Ê
16/11/2019	41	8524	0.33Ê
15/11/2019	38	8496	-1.85Ê
14/11/2019	41	8656	-1.65Ê
13/11/2019	38	8801	-0.33Ê
12/11/2019	39	8830	1.06Ê
11/11/2019	40	8738	-3.65Ê
10/11/2019	39	9068	2.72Ê
09/11/2019	38	8828	0.52Ê
08/11/2019	42	8782	-4.62Ê
07/11/2019	54	9208	-1.55Ê
06/11/2019	53	9353	0.20Ê
05/11/2019	54	9334	-1.14Ê
04/11/2019	49	9441	2.37Ê
03/11/2019	56	9222	-1.18Ê
02/11/2019	51	9332	0.46Ê
01/11/2019	49	9289	1.13Ê
31/10/2019	50	9186	0.01Ê
30/10/2019	53	9184	-2.77Ê
29/10/2019	54	9446	2.38Ê
28/10/2019	52	9226	-3.62Ê
27/10/2019	50	9572	3.25Ê
26/10/2019	53	9271	6.82Ê
25/10/2019	24	8679	16.45Ê
24/10/2019	20	7453	-0.54Ê
23/10/2019	33	7494	-7.01Ê
22/10/2019	39	8059	-2.24Ê
21/10/2019	37	8244	-0.20Ê
20/10/2019	37	8261	3.35Ê
19/10/2019	41	7993	0.07Ê
18/10/2019	40	7987	-1.30Ê
17/10/2019	40	8092	0.95Ê
16/10/2019	40	8016	-2.14Ê
15/10/2019	39	8191	-2.14Ê
14/10/2019	37	8370	0.77Ê
13/10/2019	38	8306	-0.15Ê
12/10/2019	38	8318	0.46Ê
11/10/2019	39	8280	-3.68Ê
10/10/2019	41	8596	-0.13Ê
09/10/2019	37	8608	4.83Ê
08/10/2019	39	8211	-0.19Ê
07/10/2019	27	8227	4.36Ê
06/10/2019	32	7883	-3.42Ê
05/10/2019	31	8163	-0.09Ê
04/10/2019	30	8170	-1.06Ê
03/10/2019	37	8258	-1.85Ê
02/10/2019	39	8413	0.94Ê
01/10/2019	38	8335	0.05Ê
30/09/2019	27	8331	2.98Ê
29/09/2019	33	8090	-1.80Ê
28/09/2019	32	8239	0.31Ê
27/09/2019	24	8213	1.35Ê
26/09/2019	12	8104	-4.38Ê
25/09/2019	15	8475	-0.86Ê
24/09/2019	39	8548	-11.90Ê
23/09/2019	41	9703	-3.48Ê
22/09/2019	37	10052	0.39Ê
21/09/2019	37	10013	-1.81Ê
20/09/2019	41	10198	-1.00Ê
19/09/2019	31	10301	1.14Ê
18/09/2019	38	10185	-0.28Ê
17/09/2019	41	10214	-0.79Ê
16/09/2019	38	10295	-0.26Ê
15/09/2019	38	10322	-0.55Ê
14/09/2019	39	10379	0.05Ê
13/09/2019	38	10374	-0.75Ê
12/09/2019	39	10452	2.72Ê
11/09/2019	38	10175	0.52Ê
10/09/2019	41	10122	-1.90Ê
09/09/2019	41	10318	-0.93Ê
08/09/2019	43	10415	-0.70Ê
07/09/2019	39	10488	1.66Ê
06/09/2019	43	10317	-2.47Ê
05/09/2019	41	10579	-0.11Ê
04/09/2019	43	10590	-0.48Ê
03/09/2019	41	10641	2.44Ê
02/09/2019	28	10388	6.23Ê
01/09/2019	24	9779	1.61Ê
31/08/2019	20	9624	0.24Ê
30/08/2019	24	9601	0.97Ê
29/08/2019	20	9509	-2.25Ê
28/08/2019	32	9727	-4.48Ê
27/08/2019	30	10184	-1.86Ê
26/08/2019	41	10377	2.42Ê
25/08/2019	33	10132	-0.20Ê
24/08/2019	39	10152	-2.46Ê
23/08/2019	33	10408	2.88Ê
22/08/2019	5	10117	-0.29Ê
21/08/2019	11	10146	-5.99Ê
20/08/2019	39	10793	-1.32Ê
19/08/2019	30	10937	5.91Ê
18/08/2019	14	10327	0.97Ê
17/08/2019	20	10228	-1.33Ê
16/08/2019	31	10366	0.38Ê
15/08/2019	13	10327	2.58Ê
14/08/2019	11	10067	-7.68Ê
13/08/2019	45	10904	-4.38Ê
12/08/2019	48	11404	-1.57Ê
11/08/2019	45	11586	2.40Ê
10/08/2019	59	11314	-4.87Ê
09/08/2019	60	11893	-1.38Ê
08/08/2019	61	12060	0.53Ê
07/08/2019	45	11997	4.58Ê
06/08/2019	66	11471	-2.85Ê
05/08/2019	64	11808	7.61Ê
04/08/2019	62	10973	1.40Ê
03/08/2019	61	10822	2.88Ê
02/08/2019	61	10519	1.15Ê
01/08/2019	57	10399	3.08Ê
31/07/2019	31	10088	5.20Ê
30/07/2019	22	9589	0.86Ê
29/07/2019	19	9507	-0.13Ê
28/07/2019	16	9519	0.56Ê
27/07/2019	47	9466	-3.83Ê
26/07/2019	24	9843	-0.48Ê
25/07/2019	42	9890	1.22Ê
24/07/2019	20	9771	-0.85Ê
23/07/2019	40	9855	-4.59Ê
22/07/2019	42	10329	-2.27Ê
21/07/2019	42	10569	-1.59Ê
20/07/2019	34	10740	2.10Ê
19/07/2019	42	10519	-0.97Ê
18/07/2019	40	10622	9.70Ê
17/07/2019	19	9683	2.90Ê
16/07/2019	34	9410	-13.03Ê
15/07/2019	16	10820	6.01Ê
14/07/2019	61	10207	-9.77Ê
13/07/2019	65	11312	-3.85Ê
12/07/2019	33	11765	3.75Ê
11/07/2019	62	11340	-6.23Ê
10/07/2019	83	12093	-3.66Ê
09/07/2019	84	12553	2.05Ê
08/07/2019	74	12301	7.10Ê
07/07/2019	67	11486	1.80Ê
06/07/2019	72	11283	2.59Ê
05/07/2019	67	10998	-1.53Ê
04/07/2019	76	11169	-6.80Ê
03/07/2019	79	11984	10.29Ê
02/07/2019	63	10866	2.13Ê
01/07/2019	65	10639	-0.99Ê
30/06/2019	78	10745	-9.86Ê
29/06/2019	74	11921	-3.47Ê
28/06/2019	62	12349	10.26Ê
27/06/2019	92	11200	-13.02Ê
26/06/2019	95	12876	9.57Ê
25/06/2019	87	11751	6.32Ê
24/06/2019	80	11053	1.26Ê
23/06/2019	84	10916	1.56Ê
22/06/2019	83	10748	5.00Ê
21/06/2019	84	10236	7.10Ê
20/06/2019	81	9557	2.70Ê
19/06/2019	82	9306	2.31Ê
18/06/2019	83	9096	-2.78Ê
17/06/2019	84	9356	4.12Ê
16/06/2019	80	8986	1.47Ê
15/06/2019	75	8856	1.92Ê
14/06/2019	67	8689	5.61Ê
13/06/2019	63	8227	0.64Ê
12/06/2019	60	8175	3.43Ê
11/06/2019	61	7904	-1.37Ê
10/06/2019	46	8014	4.90Ê
09/06/2019	62	7639	-3.60Ê
08/06/2019	62	7925	-0.84Ê
07/06/2019	27	7992	2.38Ê
06/06/2019	34	7806	0.21Ê
05/06/2019	27	7789	1.25Ê
04/06/2019	42	7693	-5.07Ê
03/06/2019	66	8103	-7.28Ê
02/06/2019	63	8740	2.26Ê
01/06/2019	62	8547	0.16Ê
31/05/2019	61	8533	3.18Ê
30/05/2019	73	8270	-4.73Ê
29/05/2019	71	8681	-0.69Ê
28/05/2019	71	8741	-0.74Ê
27/05/2019	70	8806	0.87Ê
26/05/2019	67	8730	8.38Ê
25/05/2019	69	8055	0.75Ê
24/05/2019	64	7995	1.56Ê
23/05/2019	65	7872	3.30Ê
22/05/2019	69	7621	-3.98Ê
21/05/2019	68	7937	-0.60Ê
20/05/2019	73	7985	-2.50Ê
19/05/2019	70	8190	12.80Ê
18/05/2019	67	7260	-2.10Ê
17/05/2019	65	7415	-5.62Ê
16/05/2019	75	7857	-3.39Ê
15/05/2019	77	8133	2.19Ê
14/05/2019	78	7958	2.65Ê
13/05/2019	78	7753	11.08Ê
12/05/2019	75	6980	-2.19Ê
11/05/2019	76	7136	10.84Ê
10/05/2019	71	6439	2.88Ê
09/05/2019	69	6258	0.93Ê
08/05/2019	63	6201	1.86Ê
07/05/2019	69	6088	1.00Ê
06/05/2019	57	6028	-0.23Ê
05/05/2019	67	6042	-0.92Ê
04/05/2019	66	6098	1.37Ê
03/05/2019	63	6016	5.11Ê
02/05/2019	50	5724	1.67Ê
01/05/2019	51	5630	0.54Ê
30/04/2019	42	5600	2.18Ê
29/04/2019	42	5480	-0.12Ê
28/04/2019	40	5487	1.57Ê
27/04/2019	42	5402	-0.17Ê
26/04/2019	41	5411	3.68Ê
25/04/2019	58	5219	-4.77Ê
24/04/2019	65	5480	-1.27Ê
23/04/2019	68	5551	2.46Ê
22/04/2019	61	5418	1.80Ê
21/04/2019	62	5322	-0.34Ê
20/04/2019	62	5340	0.49Ê
19/04/2019	61	5314	0.06Ê
18/04/2019	64	5311	1.07Ê
17/04/2019	61	5255	0.39Ê
16/04/2019	50	5234	3.67Ê
15/04/2019	60	5049	-2.79Ê
14/04/2019	51	5194	1.81Ê
13/04/2019	62	5102	-0.24Ê
12/04/2019	42	5114	0.95Ê
11/04/2019	65	5066	-4.63Ê
10/04/2019	62	5312	1.83Ê
09/04/2019	64	5216	-1.81Ê
08/04/2019	65	5313	1.42Ê
07/04/2019	69	5238	2.90Ê
06/04/2019	65	5091	0.20Ê
05/04/2019	59	5080	2.87Ê
04/04/2019	61	4939	-0.79Ê
03/04/2019	71	4978	1.03Ê
02/04/2019	60	4927	17.40Ê
01/04/2019	62	4197	0.70Ê
31/03/2019	56	4168	0.06Ê
30/03/2019	57	4165	-0.33Ê
29/03/2019	50	4179	2.11Ê
28/03/2019	49	4093	-0.24Ê
27/03/2019	44	4103	2.78Ê
26/03/2019	43	3992	0.55Ê
25/03/2019	46	3970	-1.77Ê
24/03/2019	44	4041	-0.54Ê
23/03/2019	50	4063	0.44Ê
22/03/2019	56	4045	0.01Ê
21/03/2019	62	4045	-2.00Ê
20/03/2019	55	4127	0.55Ê
19/03/2019	56	4105	0.77Ê
18/03/2019	56	4074	0.11Ê
17/03/2019	58	4069	-0.47Ê
16/03/2019	54	4088	2.12Ê
15/03/2019	55	4003	1.39Ê
14/03/2019	55	3948	0.01Ê
13/03/2019	54	3948	-0.16Ê
12/03/2019	56	3954	0.13Ê
11/03/2019	56	3949	-1.28Ê
10/03/2019	55	4000	-0.43Ê
09/03/2019	55	4017	1.95Ê
08/03/2019	54	3941	-0.61Ê
07/03/2019	56	3965	0.34Ê
06/03/2019	42	3951	-0.01Ê
05/03/2019	35	3952	3.99Ê
04/03/2019	36	3800	-2.18Ê
03/03/2019	44	3885	-0.72Ê
02/03/2019	41	3913	-0.03Ê
01/03/2019	42	3914	0.51Ê
28/02/2019	39	3894	-0.22Ê
27/02/2019	39	3903	0.15Ê
26/02/2019	40	3897	-0.64Ê
25/02/2019	47	3922	2.34Ê
24/02/2019	69	3832	-9.02Ê
23/02/2019	63	4212	3.78Ê
22/02/2019	61	4058	1.23Ê
21/02/2019	59	4009	-1.14Ê
20/02/2019	59	4055	1.63Ê
19/02/2019	65	3990	0.30Ê
18/02/2019	63	3978	6.52Ê
17/02/2019	38	3735	1.58Ê
16/02/2019	43	3676	0.18Ê
15/02/2019	43	3670	0.36Ê
14/02/2019	48	3657	-0.26Ê
13/02/2019	48	3666	-0.76Ê
12/02/2019	38	3694	0.36Ê
11/02/2019	46	3681	-1.74Ê
10/02/2019	40	3746	0.75Ê
09/02/2019	42	3718	-0.15Ê
08/02/2019	37	3724	8.38Ê
07/02/2019	18	3436	-0.46Ê
06/02/2019	14	3452	-1.73Ê
05/02/2019	21	3513	0.63Ê
04/02/2019	27	3491	-0.32Ê
03/02/2019	19	3502	-1.76Ê
02/02/2019	22	3564	0.79Ê
01/02/2019	23	3536	1.00Ê
31/01/2019	17	3501	-0.81Ê
30/01/2019	22	3530	1.49Ê
29/01/2019	21	3478	-0.68Ê
28/01/2019	35	3502	-2.65Ê
27/01/2019	39	3597	-0.93Ê
26/01/2019	41	3631	0.05Ê
25/01/2019	35	3629	-0.65Ê
24/01/2019	37	3653	0.90Ê
23/01/2019	33	3620	-0.53Ê
22/01/2019	27	3639	1.67Ê
21/01/2019	30	3579	-0.19Ê
20/01/2019	35	3586	-4.62Ê
19/01/2019	31	3760	2.29Ê
18/01/2019	29	3676	-1.27Ê
17/01/2019	28	3723	1.41Ê
16/01/2019	24	3671	0.40Ê
15/01/2019	27	3657	-2.48Ê
14/01/2019	16	3749	4.41Ê
13/01/2019	21	3591	-3.00Ê
12/01/2019	22	3702	-0.38Ê
11/01/2019	19	3716	0.09Ê
10/01/2019	37	3713	-9.07Ê
09/01/2019	42	4083	-0.41Ê
08/01/2019	39	4100	-0.34Ê
07/01/2019	39	4114	-1.38Ê
06/01/2019	31	4172	6.66Ê
05/01/2019	36	3911	-1.11Ê
04/01/2019	48	3955	0.81Ê
03/01/2019	33	3923	-3.09Ê
02/01/2019	30	4049	2.16Ê
01/01/2019	24	3963	3.46Ê
31/12/2018	26	3831	-3.72Ê
30/12/2018	23	3978	2.35Ê
29/12/2018	24	3887	-3.71Ê
28/12/2018	21	4037	8.67Ê
27/12/2018	29	3715	-5.47Ê
26/12/2018	26	3930	0.51Ê
25/12/2018	33	3910	-5.68Ê
24/12/2018	25	4145	1.71Ê
23/12/2018	31	4076	-1.43Ê
22/12/2018	28	4135	4.00Ê
21/12/2018	35	3976	-5.66Ê
20/12/2018	27	4215	10.62Ê
19/12/2018	21	3810	0.79Ê
18/12/2018	23	3780	4.28Ê
17/12/2018	17	3625	9.85Ê
16/12/2018	13	3300	0.45Ê
15/12/2018	11	3285	0.07Ê
14/12/2018	10	3283	-2.13Ê
13/12/2018	14	3354	-5.13Ê
12/12/2018	14	3536	2.92Ê
11/12/2018	15	3435	-2.54Ê
10/12/2018	19	3525	-3.15Ê
09/12/2018	14	3640	3.81Ê
08/12/2018	11	3506	1.33Ê
07/12/2018	11	3460	-2.02Ê
06/12/2018	13	3531	-6.21Ê
05/12/2018	19	3765	-5.44Ê
04/12/2018	12	3982	2.07Ê
03/12/2018	17	3901	-6.21Ê
02/12/2018	15	4160	-1.96Ê
01/12/2018	13	4243	5.07Ê
30/11/2018	19	4038	-6.37Ê
29/11/2018	18	4313	0.15Ê
28/11/2018	14	4306	10.86Ê
27/11/2018	11	3884	0.68Ê
26/11/2018	17	3858	-5.62Ê
25/11/2018	9	4088	4.02Ê
24/11/2018	15	3930	-11.14Ê
23/11/2018	12	4423	0.69Ê
22/11/2018	14	4392	-5.88Ê
21/11/2018	15	4667	1.45Ê
20/11/2018	21	4600	-6.84Ê
19/11/2018	28	4938	-12.75Ê
18/11/2018	26	5659	0.58Ê
17/11/2018	24	5627	-0.60Ê
16/11/2018	23	5661	-1.61Ê
15/11/2018	28	5753	-2.23Ê
14/11/2018	49	5885	-8.97Ê
13/11/2018	56	6464	0.27Ê
12/11/2018	52	6447	-0.05Ê
11/11/2018	54	6450	0.29Ê
10/11/2018	52	6431	0.17Ê
09/11/2018	47	6420	-0.92Ê
08/11/2018	51	6480	-1.42Ê
07/11/2018	48	6573	0.88Ê
06/11/2018	42	6515	0.70Ê
05/11/2018	42	6470	-0.23Ê
04/11/2018	41	6485	1.52Ê
03/11/2018	36	6388	-0.61Ê
02/11/2018	36	6427	0.43Ê
01/11/2018	29	6400	0.49Ê
31/10/2018	32	6368	0.60Ê
30/10/2018	31	6330	-0.22Ê
29/10/2018	34	6344	-2.25Ê
28/10/2018	35	6490	-0.16Ê
27/10/2018	33	6500	-0.48Ê
26/10/2018	29	6532	0.05Ê
25/10/2018	25	6528	-0.40Ê
24/10/2018	23	6554	0.06Ê
23/10/2018	24	6550	-0.26Ê
22/10/2018	27	6567	-0.37Ê
21/10/2018	21	6592	0.07Ê
20/10/2018	21	6587	0.91Ê
19/10/2018	24	6527	-1.30Ê
18/10/2018	26	6613	-1.84Ê
17/10/2018	23	6737	-0.25Ê
16/10/2018	24	6754	0.18Ê
15/10/2018	20	6742	6.42Ê
14/10/2018	18	6335	0.14Ê
13/10/2018	15	6327	0.53Ê
12/10/2018	13	6293	0.66Ê
11/10/2018	19	6252	-5.70Ê
10/10/2018	28	6630	-0.49Ê
09/10/2018	31	6663	-0.15Ê
08/10/2018	26	6673	1.09Ê
07/10/2018	29	6601	0.14Ê
06/10/2018	34	6592	-0.79Ê
05/10/2018	37	6645	0.98Ê
04/10/2018	29	6580	1.18Ê
03/10/2018	36	6503	-0.46Ê
02/10/2018	33	6533	-1.04Ê
01/10/2018	35	6602	-0.24Ê
30/09/2018	34	6618	0.20Ê
29/09/2018	37	6605	-0.46Ê
28/09/2018	42	6635	-0.86Ê
27/09/2018	42	6693	3.56Ê
26/09/2018	37	6462	0.43Ê
25/09/2018	37	6435	-2.28Ê
24/09/2018	43	6585	-1.86Ê
23/09/2018	38	6710	-0.19Ê
22/09/2018	35	6723	-0.59Ê
21/09/2018	31	6763	4.03Ê
20/09/2018	24	6501	1.71Ê
19/09/2018	24	6391	0.76Ê
18/09/2018	21	6343	1.42Ê
17/09/2018	25	6254	-3.76Ê
16/09/2018	28	6499	-0.23Ê
15/09/2018	24	6514	0.44Ê
14/09/2018	23	6485	0.15Ê
13/09/2018	20	6476	2.27Ê
12/09/2018	14	6332	0.65Ê
11/09/2018	18	6291	-0.27Ê
10/09/2018	15	6308	1.09Ê
09/09/2018	13	6240	0.89Ê
08/09/2018	18	6185	-3.42Ê
07/09/2018	17	6404	-1.71Ê
06/09/2018	14	6516	-2.90Ê
05/09/2018	17	6711	-8.81Ê
04/09/2018	26	7359	1.25Ê
03/09/2018	19	7268	-0.31Ê
02/09/2018	18	7290	1.29Ê
01/09/2018	21	7198	2.44Ê
31/08/2018	17	7026	0.45Ê
30/08/2018	22	6995	-0.72Ê
29/08/2018	19	7046	-0.48Ê
28/08/2018	19	7080	2.46Ê
27/08/2018	18	6910	3.00Ê
26/08/2018	19	6708	-0.36Ê
25/08/2018	22	6733	0.55Ê
24/08/2018	19	6696	2.58Ê
23/08/2018	18	6527	2.71Ê
22/08/2018	21	6355	-1.92Ê
21/08/2018	19	6479	3.57Ê
20/08/2018	26	6256	-3.53Ê
19/08/2018	27	6485	1.47Ê
18/08/2018	24	6391	-2.92Ê
17/08/2018	19	6583	4.27Ê
16/08/2018	21	6314	0.70Ê
15/08/2018	18	6270	1.31Ê
14/08/2018	16	6189	-1.01Ê
13/08/2018	21	6252	-0.98Ê
12/08/2018	18	6314	1.30Ê
11/08/2018	18	6233	1.40Ê
10/08/2018	21	6147	-5.86Ê
09/08/2018	19	6529	3.98Ê
08/08/2018	23	6279	-6.57Ê
07/08/2018	25	6721	-3.18Ê
06/08/2018	25	6941	-1.20Ê
05/08/2018	23	7026	0.18Ê
04/08/2018	31	7013	-5.48Ê
03/08/2018	36	7420	-1.53Ê
02/08/2018	39	7535	-0.97Ê
01/08/2018	39	7609	-1.58Ê
31/07/2018	48	7731	-5.49Ê
30/07/2018	53	8180	-0.50Ê
29/07/2018	54	8221	-0.31Ê
28/07/2018	54	8246	0.74Ê
